title,rating,ratingDescription,release year,user rating score,user rating size,title_normalized,is_top_1000,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,seasonNumber,episodeNumber,principals_names_list,directors_names,writers_names
Pandora,TV-MA,110,2016,,82,pandora,False,tt6031678,short,Pandora,Pandora,0.0,2016.0,30,"Drama,Short",7.8,6.0,,,"Jao Belandres, Helena Sardinha, Helena Sardinha",Helena Sardinha,Unknown
Pandora,TV-MA,110,2016,,82,pandora,False,tt6298436,short,Pandora,Pandora,0.0,2016.0,30,Short,7.8,6.0,,,Unknown,Unknown,Unknown
Pandora,TV-MA,110,2016,,82,pandora,False,tt6302160,movie,Pandora,Pan-dola,0.0,2016.0,136,"Action,Drama,Thriller",6.7,9199.0,,,"Kim Nam-gil, Kim Joo-Hyun, Kim Young Ae, Daekyum Ahn, Bae Gang-Yoo, Jeong-woo Park, Jeong-woo Park",Jeong-woo Park,Jeong-woo Park
Pandora,TV-MA,110,2016,,82,pandora,False,tt6423418,movie,Pandora,Pandora,0.0,2016.0,30,Unknown,7.8,6.0,,,Unknown,Unknown,Unknown
The Office (U.S.),TV-14,90,2012,97.0,80,the office (u.s.),False,,,,,,,,,,,,,,,
90210,TV-14,90,2013,62.0,80,90210,False,,,,,,,,,,,,,,,
Gossip Girl,TV-14,90,2012,96.0,80,gossip girl,False,,,,,,,,,,,,,,,
Parks and Recreation,TV-14,90,2015,94.0,80,parks and recreation,False,tt5162742,tvEpisode,Parks and Recreation,Parks and Recreation,0.0,2015.0,27,"Adventure,Animation,Comedy",8.2,11.0,10,4,"Annick Obonsawin, J. Meeka Stuart, P. Kevin Strader, George Arthur Bloom, Ellen Doherty, Paul Rodrigue",J. Meeka Stuart,"P. Kevin Strader, George Arthur Bloom, Ellen Doherty"
Glee,TV-PG,70,2015,92.0,80,glee,False,tt28267579,tvEpisode,Glee,Glee,0.0,2015.0,30,Talk-Show,7.8,6.0,2,4,"Beth Elderkin, Tim Sampson, Beth Elderkin, Tim Sampson, Beth Elderkin, Tim Sampson","Beth Elderkin, Tim Sampson","Beth Elderkin, Tim Sampson"
Family Guy,TV-MA,110,2015,98.0,80,family guy,False,,,,,,,,,,,,,,,
Criminal Minds,TV-14,90,2016,98.0,80,criminal minds,False,,,,,,,,,,,,,,,
Friends,TV-14,90,2003,98.0,80,friends,False,tt0956390,tvEpisode,Friends,Tomogaki,0.0,2003.0,23,"Animation,Comedy,Drama",6.2,10.0,2,2,"Masami Shimoda, Kou Fumizuki, Ken'ichi Kanemaki",Masami Shimoda,"Kou Fumizuki, Ken'ichi Kanemaki"
Friends,TV-14,90,2003,98.0,80,friends,False,tt13351060,tvEpisode,Friends,Friends,0.0,2003.0,30,News,7.8,6.0,,,Unknown,Unknown,Unknown
Friends,TV-14,90,2003,98.0,80,friends,False,tt14632068,tvEpisode,Friends,Friends,0.0,2003.0,30,Family,7.8,6.0,3,19,"Sarah Colclough, Brendan McCaul, Sasha Hails, Tracey Hammett, Penny Lloyd","Sarah Colclough, Brendan McCaul","Sasha Hails, Tracey Hammett, Penny Lloyd"
Friends,TV-14,90,2003,98.0,80,friends,False,tt1959387,short,Friends,Friends,0.0,2003.0,5,"Family,Short",7.8,6.0,,,"Shashwat Chitnis, Michael Fathurer, Selina Manroque, Kalpna Singh-Chitnis, Kalpna Singh-Chitnis, Kalpna Singh-Chitnis, Kalpna Singh-Chitnis, Kalpna Singh-Chitnis",Kalpna Singh-Chitnis,Kalpna Singh-Chitnis
The Secret Life of the American Teenager,TV-14,90,2013,81.0,80,the secret life of the american teenager,False,,,,,,,,,,,,,,,
One Tree Hill,TV-14,90,2011,90.0,80,one tree hill,False,,,,,,,,,,,,,,,
Shameless (U.S.),TV-MA,110,2016,97.0,80,shameless (u.s.),False,,,,,,,,,,,,,,,
New Girl,TV-14,90,2016,91.0,80,new girl,False,tt6322216,tvEpisode,New Girl,New Girl,0.0,2016.0,30,Comedy,7.8,6.0,2,7,"Nathaniel Avila, Nathaniel Avila, Nathaniel Avila, Nathaniel Avila",Nathaniel Avila,Nathaniel Avila
American Horror Story,TV-MA,110,2016,90.0,80,american horror story,False,,,,,,,,,,,,,,,
Orange Is the New Black,TV-MA,110,2016,98.0,80,orange is the new black,False,,,,,,,,,,,,,,,
Inside Russia's Toughest Prison,TV-14,90,2011,,82,inside russia's toughest prison,False,,,,,,,,,,,,,,,
Bates Motel,TV-14,90,2016,83.0,80,bates motel,False,tt8535224,tvEpisode,Bates Motel,Bates Motel,0.0,2016.0,30,News,7.8,6.0,3,43,Unknown,Unknown,Unknown
Grace and Frankie,TV-MA,110,2017,90.0,80,grace and frankie,False,,,,,,,,,,,,,,,
How to Get Away with Murder,TV-14,90,2016,95.0,80,how to get away with murder,False,tt6133634,tvEpisode,How to Get Away with Murder,How to Get Away with Murder,0.0,2016.0,57,"Documentary,News",7.9,15.0,40,7,Unknown,Unknown,Unknown
How to Get Away with Murder,TV-14,90,2016,95.0,80,how to get away with murder,False,tt6483768,tvEpisode,How to Get Away with Murder,How to Get Away with Murder,0.0,2016.0,30,Talk-Show,7.8,6.0,2,17,"Mantis Khiralla, Mantis Khiralla",Unknown,Mantis Khiralla
The Get Down,TV-MA,110,2017,80.0,80,the get down,False,,,,,,,,,,,,,,,
Love,TV-MA,110,2017,,82,love,False,tt10415050,tvEpisode,Love,Love,0.0,2017.0,30,Comedy,7.8,6.0,1,3,Unknown,Unknown,Unknown
Love,TV-MA,110,2017,,82,love,False,tt10708210,tvEpisode,Love,Love,0.0,2017.0,30,Comedy,7.8,6.0,3,5,Alaa Ismail,Alaa Ismail,Unknown
Love,TV-MA,110,2017,,82,love,False,tt10764034,tvEpisode,Love,Love,0.0,2017.0,30,Talk-Show,7.8,6.0,1,5,Unknown,Unknown,Unknown
Love,TV-MA,110,2017,,82,love,False,tt12649924,tvEpisode,Love,Love,0.0,2017.0,30,Documentary,7.8,6.0,1,1,"Brian Unger, John Downer",John Downer,Unknown
Love,TV-MA,110,2017,,82,love,False,tt13599240,short,Love,Love,0.0,2017.0,27,"Documentary,Short",7.8,6.0,,,Raúl de la Fuente,Raúl de la Fuente,Unknown
Love,TV-MA,110,2017,,82,love,False,tt16711588,tvEpisode,Love,Love,0.0,2017.0,30,"Drama,Mystery,Thriller",7.8,6.0,2,4,Unknown,Unknown,Unknown
Love,TV-MA,110,2017,,82,love,False,tt6373190,video,Love,Love,0.0,2017.0,4,"Romance,Short",7.8,6.0,,,"Ivette Große, Costel Argesanu",Costel Argesanu,Unknown
Love,TV-MA,110,2017,,82,love,False,tt6375288,short,Love,Ljubav,0.0,2017.0,14,"Drama,Romance,Short",8.0,5.0,,,"Ognjen Petkovic, Ognjen Petkovic",Ognjen Petkovic,Ognjen Petkovic
Love,TV-MA,110,2017,,82,love,False,tt6466632,short,Love,Love,0.0,2017.0,6,Short,7.8,6.0,,,"Kristóf Gujdy, Kristóf Gujdy, Tamás Simon, Tamás Simon, Csilla Domonkos, Tamás Simon, Kristóf Gujdy, Tamás Simon",Kristóf Gujdy,"Kristóf Gujdy, Tamás Simon"
Love,TV-MA,110,2017,,82,love,False,tt6478724,tvEpisode,Love,Love,0.0,2017.0,58,Documentary,8.0,66.0,1,1,John Downer,John Downer,Unknown
Love,TV-MA,110,2017,,82,love,False,tt6495438,short,Love,Love,0.0,2017.0,30,"Mystery,Short",7.8,6.0,,,"Craig Caddell, Louis Hernandez, Craig Caddell, Craig Caddell",Louis Hernandez,Craig Caddell
Love,TV-MA,110,2017,,82,love,False,tt6511072,short,Love,Love,0.0,2017.0,1,"Drama,Short",7.8,6.0,,,"Antoine Basler, Antoine Basler",Antoine Basler,Unknown
Love,TV-MA,110,2017,,82,love,False,tt6557218,tvEpisode,Love,Love,0.0,2017.0,30,Drama,7.8,6.0,2,1,"Mark Bray, Tom Ford, Mark Bray, Tom Ford, Mark Bray, Mark Bray","Mark Bray, Tom Ford",Mark Bray
Love,TV-MA,110,2017,,82,love,False,tt6568604,tvEpisode,Love,Love,0.0,2017.0,30,Animation,7.8,6.0,1,19,Unknown,Unknown,Unknown
Love,TV-MA,110,2017,,82,love,False,tt6624046,short,Love,Love,0.0,2017.0,3,Short,7.8,6.0,,,"Kaja Levy, Tania Dos Santos, Tania Dos Santos, Tania Dos Santos",Tania Dos Santos,Tania Dos Santos
Love,TV-MA,110,2017,,82,love,False,tt6845254,short,Love,Love,0.0,2017.0,11,"Documentary,Short",7.8,6.0,,,"Ignacio Oyuela, Ignacio Oyuela, Ignacio Oyuela, Wang Ruoxuan, Ignacio Oyuela, Ignacio Oyuela",Ignacio Oyuela,Ignacio Oyuela
Love,TV-MA,110,2017,,82,love,False,tt6870284,tvEpisode,Love,Love,0.0,2017.0,30,Comedy,7.8,6.0,1,5,"Dewayne Edwards, Dewayne Edwards",Dewayne Edwards,Dewayne Edwards
Love,TV-MA,110,2017,,82,love,False,tt6964952,short,Love,Love,0.0,2017.0,4,"Animation,Short",7.8,6.0,,,"Anastasia Ostapenko, Anastasia Ostapenko",Anastasia Ostapenko,Anastasia Ostapenko
Love,TV-MA,110,2017,,82,love,False,tt7035182,short,Love,Love,0.0,2017.0,13,"Documentary,History,Short",7.8,6.0,,,"Reggie Baay, Dennis Hanser, Grace Hanser, Jane Wattimena-Hanser, Enang Wattimena, Enang Wattimena, Enang Wattimena, Marco Souissa, Esther Wattimena",Enang Wattimena,Enang Wattimena
Love,TV-MA,110,2017,,82,love,False,tt7059688,movie,Love,Love,0.0,2017.0,87,Drama,7.8,6.0,,,"Michidmaa Tsatsralt, Tsolmon Tumurbaatar, Chinguun Balkhjav, Chinguun Balkhjav, Chinguun Balkhjav, Enkhsaikhan Bold, Tsogtbayar Myasuren, Tusbayar Dorj",Chinguun Balkhjav,Chinguun Balkhjav
Love,TV-MA,110,2017,,82,love,False,tt7074128,tvEpisode,Love,Love,0.0,2017.0,30,Comedy,7.8,6.0,,,"Marcos Gonzalez, Alan Miller, Marcos Gonzalez",Alan Miller,Marcos Gonzalez
Love,TV-MA,110,2017,,82,love,False,tt7136064,tvEpisode,Love,Love,0.0,2017.0,30,Comedy,2.9,15.0,1,2,"Jackie Jennings, Ziwe, Jackie Jennings, Ziwe",Jackie Jennings,Ziwe
Love,TV-MA,110,2017,,82,love,False,tt7430946,video,Love,Love,0.0,2017.0,30,Short,7.8,6.0,,,Baptiste Erondel,Baptiste Erondel,Unknown
Love,TV-MA,110,2017,,82,love,False,tt7452328,tvEpisode,Love,Love,0.0,2017.0,30,Comedy,8.6,8.0,2,6,"Vadim Jean, James Cary, Richard Hurst",Vadim Jean,"James Cary, Richard Hurst"
Love,TV-MA,110,2017,,82,love,False,tt7530282,short,Love,Love,0.0,2017.0,3,"Comedy,Short",7.8,6.0,,,"Christian Lagadec, Patrick Oury, Christian Lagadec, Patrick Oury, Christian Lagadec, Christian Lagadec",Christian Lagadec,Patrick Oury
Love,TV-MA,110,2017,,82,love,False,tt7772444,tvEpisode,Love,Love,0.0,2017.0,30,Comedy,7.8,6.0,1,7,Unknown,Unknown,Unknown
Love,TV-MA,110,2017,,82,love,False,tt7865998,short,Love,Love,0.0,2017.0,30,Short,7.8,6.0,,,"Kaitlin Healy, Nicholas Adinolfi, Luke David, Brianna Lynn, Sarah Palmatory, Sarah Palmatory, Sarah Palmatory, Nicholas Adinolfi, Nicholas Adinolfi",Sarah Palmatory,Sarah Palmatory
Love,TV-MA,110,2017,,82,love,False,tt7957394,tvEpisode,Love,Love,0.0,2017.0,30,Documentary,7.8,6.0,1,3,Carl Hindmarch,Carl Hindmarch,Unknown
Love,TV-MA,110,2017,,82,love,False,tt8245518,short,Love,Ljubav,0.0,2017.0,16,"Documentary,Short",7.7,15.0,,,"Dusan Zoric, Dusan Zoric",Dusan Zoric,Dusan Zoric
Love,TV-MA,110,2017,,82,love,False,tt9386956,tvEpisode,Love,Love,0.0,2017.0,30,Reality-TV,7.8,6.0,2,2,"Asra Arif, Simrat Sandhu, Kalpana Malviya, Simrat Sandhu, Simrat Sandhu",Simrat Sandhu,Kalpana Malviya
The OA,TV-MA,110,2016,,82,the oa,False,tt4635282,tvSeries,The OA,The OA,0.0,2016.0,60,"Drama,Fantasy,Mystery",7.8,122715.0,,,"Brit Marling, Brit Marling, Brit Marling, Scott Wilson, Emory Cohen, Patrick Gibson, Ian Alexander, Brendan Meyer, Brandon Perea, Zal Batmanglij, Brit Marling","Zal Batmanglij, Andrew Haigh, Anna Rose Holmer","Zal Batmanglij, Brit Marling, Dominic Orlando, Melanie Marnich, Ruby Rae Spiegel, Henry Bean, Damien Ober, Nicki Paluga, Jorge Luis Borges, Claire Kiechel"
Stranger Things,TV-14,90,2016,90.0,80,stranger things,False,tt11253872,tvEpisode,Stranger Things,Stranger Things,0.0,2016.0,30,Comedy,7.8,6.0,8,5,"Jason Vitteri-Lewis, Jason Vitteri-Lewis, Jason Vitteri-Lewis, Jason Vitteri-Lewis, Jason Vitteri-Lewis",Jason Vitteri-Lewis,Jason Vitteri-Lewis
Stranger Things,TV-14,90,2016,90.0,80,stranger things,False,tt4574334,tvSeries,Stranger Things,Stranger Things,0.0,2016.0,60,"Drama,Fantasy,Horror",8.6,1456662.0,,,"Millie Bobby Brown, Millie Bobby Brown, Finn Wolfhard, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Joe Keery, Noah Schnapp, Matt Duffer, Ross Duffer","Matt Duffer, Ross Duffer, Shawn Levy, Andrew Stanton, Uta Briesewitz, Nimród Antal, Frank Darabont, Rebecca Thomas","Matt Duffer, Ross Duffer, Paul Dichter, Kate Trefry, Jessie Nickson-Lopez, Caitlin Schneiderhan, Justin Doble, Curtis Gwinn, Jessica Mecklenburg, Alison Tatlock, William Bridges"
Stranger Things,TV-14,90,2016,90.0,80,stranger things,False,tt5960284,tvEpisode,Stranger Things,Stranger Things,0.0,2016.0,25,"Comedy,Talk-Show",8.2,57.0,6,15,"Mike Stoklasa, Jay Bauman, Finn Wolfhard, Mike Stoklasa, Jay Bauman, Mike Stoklasa, Mike Stoklasa, Jay Bauman",Mike Stoklasa,"Jay Bauman, Mike Stoklasa"
Stranger Things,TV-14,90,2016,90.0,80,stranger things,False,tt6214628,tvEpisode,Stranger Things,Stranger Things,0.0,2016.0,11,Comedy,7.8,6.0,8,10,"Kaylyn Saucedo, Kaylyn Saucedo, Kaylyn Saucedo, Kaylyn Saucedo, Kaylyn Saucedo",Kaylyn Saucedo,Kaylyn Saucedo
Stranger Things,TV-14,90,2016,90.0,80,stranger things,False,tt6274786,tvEpisode,Stranger Things,Stranger Things,0.0,2016.0,30,"Adventure,Comedy,Mystery",7.8,6.0,1,4,"Josh Reiner, Josh Reiner, Josh Reiner",Josh Reiner,Josh Reiner
Stranger Things,TV-14,90,2016,90.0,80,stranger things,False,tt6322146,tvEpisode,Stranger Things,Stranger Things,0.0,2016.0,30,Comedy,7.8,6.0,2,3,"Nathaniel Avila, Nathaniel Avila, Nathaniel Avila, Nathaniel Avila",Nathaniel Avila,Nathaniel Avila
Ingobernable,TV-MA,110,2017,96.0,80,ingobernable,False,tt6495756,tvSeries,Ingobernable,Ingobernable,0.0,2017.0,40,"Crime,Drama,Mystery",7.0,3584.0,,,"Leah Allers, Eréndira Ibarra, Alicia Jaziz, Maxi Iglesias, Pati Lauren, Aida López, Tamara Mazarrasa",Pitipol Ybarra,"Sheerly Avni, Fernanda Eguiarte, Shane Frank, Jimena Gallardo, Luis Gamboa, Jason George, Epigmenio Ibarra, Anaí López, Julian Meiojas, Natalia Mejía, Alfonso H. Moreno, Liam O'Neil, Rodrigo Ordoñez, Mariana Palos, Garett Pereda, Dove Sussman, Marcelo Tobar, Verónica Velasco, Lauri Walker, Natasha Ybarra Klor"
Zootopia,PG,60,2016,97.0,80,zootopia,True,tt12853176,tvEpisode,Zootopia,Zootopia,0.0,2016.0,30,Talk-Show,7.8,6.0,1,5,Shaurya Chawla,Unknown,Unknown
Zootopia,PG,60,2016,97.0,80,zootopia,True,tt2948356,movie,Zootopia,Zootopia,0.0,2016.0,108,"Action,Adventure,Animation",8.0,583345.0,,,"Ginnifer Goodwin, Jason Bateman, Jenny Slate, Nate Torrence, Bonnie Hunt, Don Lake, Tommy Chong, Byron Howard, Rich Moore, Byron Howard, Rich Moore, Jared Bush, Jim Reardon, Clark Spencer, Michael Giacchino, Jeremy Milton, Fabienne Rawley, Jamie Sparer Roberts, Dan Cooper, David Goetz","Byron Howard, Rich Moore, Jared Bush","Byron Howard, Rich Moore, Jared Bush, Jim Reardon, Josie Trinidad, Phil Johnston, Jennifer Lee, Kellie D. Lewis"
Zootopia,PG,60,2016,97.0,80,zootopia,True,tt5535252,tvEpisode,Zootopia,Zootopia,0.0,2016.0,30,Talk-Show,7.8,6.0,3,3,"Vera Wylde, Vera Wylde, Vera Wylde, Vera Wylde",Vera Wylde,Vera Wylde
Zootopia,PG,60,2016,97.0,80,zootopia,True,tt5541764,tvEpisode,Zootopia,Zootopia,0.0,2016.0,10,Talk-Show,7.8,6.0,7,5,"Mat Brunet, Mat Brunet, Mat Brunet, Mat Brunet",Mat Brunet,Mat Brunet
Zootopia,PG,60,2016,97.0,80,zootopia,True,tt5789240,tvEpisode,Zootopia,Zootopia,0.0,2016.0,4,Comedy,7.5,74.0,5,22,"Spencer Gilbert, Dan Murrell, Andy Signore, Joe Starr",Unknown,"Spencer Gilbert, Dan Murrell, Andy Signore, Joe Starr, Brett Weiner"
Zootopia,PG,60,2016,97.0,80,zootopia,True,tt5966140,tvEpisode,Zootopia,Zootopia,0.0,2016.0,11,Documentary,7.8,6.0,5,32,"Leon Thomas, Leon Thomas, Leon Thomas, Leon Thomas, Leon Thomas",Leon Thomas,Leon Thomas
Zootopia,PG,60,2016,97.0,80,zootopia,True,tt6320754,tvEpisode,Zootopia,Zootopia,0.0,2016.0,5,"Animation,Comedy",7.8,6.0,1,1,"Anjo Deheve, Anjo Deheve, Anjo Deheve, Anjo Deheve",Anjo Deheve,Anjo Deheve
Zootopia,PG,60,2016,97.0,80,zootopia,True,tt6556270,tvEpisode,Zootopia,Zootopia,0.0,2016.0,30,Family,7.8,6.0,,,Unknown,Unknown,Unknown
Zootopia,PG,60,2016,97.0,80,zootopia,True,tt7047634,tvEpisode,Zootopia,Zootopia,0.0,2016.0,30,Documentary,7.8,6.0,10,20,David Freydt,David Freydt,Unknown
Zootopia,PG,60,2016,97.0,80,zootopia,True,tt7237860,tvEpisode,Zootopia,Zootopia,0.0,2016.0,30,"Comedy,Talk-Show",7.8,6.0,6,20,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
Meet the Blacks,R,100,2016,79.0,80,meet the blacks,False,tt4191580,movie,Meet the Blacks,Meet the Blacks,0.0,2016.0,94,"Comedy,Horror",4.8,38279.0,,,"Alex Henderson, Bresha Webb, Lil Duval, Paul Mooney, Phil Austin, Andrew Bachelor, Deon Taylor, Deon Taylor, Nicole DeMasi, Deon Taylor, Suzanne Hines, Patrick McMahon, Niko Vilaivongs",Deon Taylor,"Deon Taylor, Nicole DeMasi"
Meet the Blacks,R,100,2016,79.0,80,meet the blacks,False,tt5539796,tvEpisode,Meet the Blacks,Meet the Blacks,0.0,2016.0,42,Talk-Show,7.8,6.0,8,125,"Wendy Williams, Debbie Miller",Debbie Miller,Unknown
Meet the Blacks,R,100,2016,79.0,80,meet the blacks,False,tt7047798,tvEpisode,Meet the Blacks,Meet the Blacks,0.0,2016.0,30,Documentary,7.8,6.0,10,30,David Freydt,David Freydt,Unknown
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt10649072,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,Talk-Show,7.8,6.0,1,5,"Doug Walker, Doug Walker, Doug Walker, Doug Walker",Doug Walker,Doug Walker
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt12862384,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,Talk-Show,7.8,6.0,1,14,"Shaurya Chawla, Shaurya Chawla, Shaurya Chawla, Shaurya Chawla",Shaurya Chawla,Shaurya Chawla
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt18815018,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,Comedy,7.8,6.0,1,7,"Tony Goldmark, Tony Goldmark, Tony Goldmark, Tony Goldmark",Tony Goldmark,Tony Goldmark
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt2277860,movie,Finding Dory,Finding Dory,0.0,2016.0,97,"Adventure,Animation,Comedy",7.2,321224.0,,,"Ed O'Neill, Kaitlin Olson, Hayden Rolence, Ty Burrell, Eugene Levy, Sloane Murray, Andrew Stanton, Andrew Stanton, Victoria Strouse","Andrew Stanton, Angus MacLane","Andrew Stanton, Victoria Strouse"
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt5811648,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,Comedy,7.8,6.0,1,8,"Sean Hellend, Lydia Brisbout, Lydia Brisbout, Sean Hellend",Sean Hellend,Lydia Brisbout
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt5949076,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,Talk-Show,7.8,6.0,3,5,"Vera Wylde, Vera Wylde, Vera Wylde, Vera Wylde",Vera Wylde,Vera Wylde
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt6245938,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,Comedy,7.0,65.0,5,44,"Andy Signore, Brett Weiner, Andy Signore, Brett Weiner, Spencer Gilbert, Joe Starr","Andy Signore, Brett Weiner","Andy Signore, Brett Weiner, Spencer Gilbert, Joe Starr, Dan Murrell"
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt6255268,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,Talk-Show,3.0,14.0,7,9,"Mat Brunet, Mat Brunet, Mat Brunet",Mat Brunet,Mat Brunet
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt6343160,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,Documentary,7.8,6.0,,,"Richard Roeper, Richard Roeper",Unknown,Richard Roeper
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt6425006,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,"Comedy,News",7.8,6.0,2,17,Unknown,Unknown,Unknown
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt6583850,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,Family,7.8,6.0,,,Unknown,Unknown,Unknown
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt6829694,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,Comedy,7.8,6.0,1,36,Unknown,Unknown,Unknown
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt6881778,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,Comedy,7.8,6.0,4,3,Unknown,Unknown,Unknown
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt7048084,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,Documentary,7.8,6.0,10,53,David Freydt,David Freydt,Unknown
Finding Dory,PG,60,2016,98.0,80,finding dory,False,tt7241454,tvEpisode,Finding Dory,Finding Dory,0.0,2016.0,30,"Comedy,Talk-Show",7.8,6.0,6,51,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
Sausage Party,R,100,2016,91.0,80,sausage party,False,tt13808486,tvEpisode,Sausage Party,Sausage Party,0.0,2016.0,30,"Animation,Comedy,Horror",7.8,6.0,,,Unknown,Unknown,Unknown
Sausage Party,R,100,2016,91.0,80,sausage party,False,tt1700841,movie,Sausage Party,Sausage Party,0.0,2016.0,89,"Adventure,Animation,Comedy",6.1,220284.0,,,"Seth Rogen, Seth Rogen, Jonah Hill, Alistair Abell, Alistair Abell, Sugar Lyn Beard, Sugar Lyn Beard, Ian James Corlett, Ian James Corlett, Ian James Corlett, Michael Daingerfield, Michael Daingerfield, Michael Daingerfield, Brian Dobson, Brian Dobson, Greg Tiernan, Conrad Vernon, Kyle Hunter, Ariel Shaffir, Seth Rogen, Evan Goldberg, Evan Goldberg, Seth Rogen, Conrad Vernon, Christopher Lennertz, Kevin Pavlovic, Kyle McQueen","Greg Tiernan, Conrad Vernon","Kyle Hunter, Ariel Shaffir, Seth Rogen, Evan Goldberg, Jonah Hill"
Sausage Party,R,100,2016,91.0,80,sausage party,False,tt5554772,tvEpisode,Sausage Party,Sausage Party,0.0,2016.0,30,"Comedy,News,Talk-Show",7.8,6.0,1,24,"Dustin Clingan, Raven Krogstad, Raven Krogstad, Dustin Clingan, Dustin Clingan, Raven Krogstad",Raven Krogstad,Dustin Clingan
Sausage Party,R,100,2016,91.0,80,sausage party,False,tt5960126,tvEpisode,Sausage Party,Sausage Party,0.0,2016.0,17,"Comedy,Talk-Show",7.8,6.0,6,65,"Brad Jones, Brad Jones, Brad Jones",Unknown,Unknown
Sausage Party,R,100,2016,91.0,80,sausage party,False,tt6255322,tvEpisode,Sausage Party,Sausage Party,0.0,2016.0,30,Talk-Show,7.8,6.0,7,13,"Mat Brunet, Mat Brunet, Mat Brunet",Mat Brunet,Mat Brunet
Sausage Party,R,100,2016,91.0,80,sausage party,False,tt6349428,tvEpisode,Sausage Party,Sausage Party,0.0,2016.0,30,Documentary,7.8,6.0,,,"Richard Roeper, Richard Roeper",Unknown,Richard Roeper
Sausage Party,R,100,2016,91.0,80,sausage party,False,tt6425028,tvEpisode,Sausage Party,Sausage Party,0.0,2016.0,30,"Comedy,News",7.8,6.0,2,23,Unknown,Unknown,Unknown
Sausage Party,R,100,2016,91.0,80,sausage party,False,tt7244534,tvEpisode,Sausage Party,Sausage Party,0.0,2016.0,30,"Comedy,Talk-Show",7.8,6.0,6,77,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
Pete's Dragon,PG,60,2016,93.0,80,pete's dragon,False,tt2788732,movie,Pete's Dragon,Pete's Dragon,0.0,2016.0,102,"Action,Adventure,Comedy",6.7,63183.0,,,"Bryce Dallas Howard, Oakes Fegley, Oona Laurence, Marcus Henderson, Aaron Jackson, Phil Grieve, David Lowery, David Lowery, Toby Halbrooks, Malcolm Marmorstein, Seton I. Miller, Jim Whitaker, Jade Healy",David Lowery,"David Lowery, Toby Halbrooks, Malcolm Marmorstein, Seton I. Miller, S.S. Field"
Pete's Dragon,PG,60,2016,93.0,80,pete's dragon,False,tt37149814,tvEpisode,Pete's Dragon,Pete's Dragon,0.0,2016.0,30,"News,Short",7.8,6.0,,,Unknown,Unknown,Unknown
Pete's Dragon,PG,60,2016,93.0,80,pete's dragon,False,tt5971932,tvEpisode,Pete's Dragon,Pete's Dragon,0.0,2016.0,24,"Comedy,Talk-Show",7.8,6.0,6,66,"Brad Jones, Brad Jones, Brad Jones",Unknown,Unknown
Pete's Dragon,PG,60,2016,93.0,80,pete's dragon,False,tt6557002,tvEpisode,Pete's Dragon,Pete's Dragon,0.0,2016.0,30,"Comedy,Family",7.8,6.0,18,7,Unknown,Unknown,Unknown
Pete's Dragon,PG,60,2016,93.0,80,pete's dragon,False,tt7244536,tvEpisode,Pete's Dragon,Pete's Dragon,0.0,2016.0,30,"Comedy,Talk-Show",7.8,6.0,6,78,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
