title,rating,ratingDescription,release year,user rating score,user rating size,title_normalized,is_top_1000,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,seasonNumber,episodeNumber,principals_names_list,directors_names,writers_names
Home,PG,60,2015,94.0,80,home,False,tt5921466,tvEpisode,Home,Home,0.0,2015.0,30,Talk-Show,7.8,6.0,,,"Jim Parsons, Brian Katkin, Brian Katkin",Brian Katkin,Brian Katkin
Home,PG,60,2015,94.0,80,home,False,tt6341536,tvEpisode,Home,Home,0.0,2015.0,30,Documentary,7.8,6.0,,,"Richard Roeper, Richard Roeper",Unknown,Richard Roeper
Home,PG,60,2015,94.0,80,home,False,tt6483432,tvEpisode,Home,Home,0.0,2015.0,30,Drama,7.8,6.0,1,3,"Samuel Varghese, Samuel Varghese, Brittany Benge, Jeremy Bridges, Jeff Dykhuizen, Sm Vargese, Brittany Benge, Jeff Dykhuizen, Jeff Dykhuizen, Brittany Benge, Jeff Dykhuizen",Samuel Varghese,"Brittany Benge, Jeremy Bridges, Jeff Dykhuizen, Sm Vargese, Samuel Varghese"
Home,PG,60,2015,94.0,80,home,False,tt7046450,tvEpisode,Home,Home,0.0,2015.0,30,Documentary,7.8,6.0,9,27,David Freydt,David Freydt,Unknown
Home,PG,60,2015,94.0,80,home,False,tt7182752,short,Home,Home,0.0,2015.0,5,"Drama,Short",7.8,6.0,,,"Vedprakash Singh, Ranjan Sharma, Shray Gupta, Ranjan Sharma, Shray Gupta, Ranjan Sharma, Mamlesh Tiwari",Ranjan Sharma,"Shray Gupta, Ranjan Sharma"
Home,PG,60,2015,94.0,80,home,False,tt7439882,short,Home,Home,0.0,2015.0,22,"Drama,Short",7.8,6.0,,,"Philip Kruse, Santiago Paladines, Santiago Paladines, Morgan Smock",Santiago Paladines,Santiago Paladines
Home,PG,60,2015,94.0,80,home,False,tt7759046,short,Home,Home,0.0,2015.0,30,"Music,Short",7.8,6.0,,,"Jocelyn Montoya, Isaac J.E. Garcia, Isaac J.E. Garcia, Josh Herrera, Michelle Mares, Mike Mares, Jocelyn Montoya, The Noms, Isaac J.E. Garcia, Isaac J.E. Garcia",Isaac J.E. Garcia,Isaac J.E. Garcia
Home,PG,60,2015,94.0,80,home,False,tt7834492,tvEpisode,Home,Home,0.0,2015.0,30,"Comedy,Drama,Horror",7.8,6.0,1,9,"Kasey J. Heimann, Kasey J. Heimann, Kasey J. Heimann, Eric Kripke, Kasey J. Heimann",Kasey J. Heimann,"Kasey J. Heimann, Eric Kripke"
Home,PG,60,2015,94.0,80,home,False,tt8196228,short,Home,Home,0.0,2015.0,11,"Documentary,Short",7.8,6.0,,,"Liam Burke, Liam Burke",Liam Burke,Unknown
Home,PG,60,2015,94.0,80,home,False,tt8235248,short,Home,Home,0.0,2015.0,5,"Horror,Short",7.8,6.0,,,"Rachel Greenfield, Sydney K., Sydney K., Sydney K., Sydney K.",Sydney K.,Sydney K.
Home,PG,60,2015,94.0,80,home,False,tt9866648,short,Home,Home,0.0,2015.0,30,"Drama,Short",7.8,6.0,,,"Kaitlyn Alcazar, Eugenio Diaz, Julio Aguilar, Julio Aguilar, Jonathan Gutierrez, Julio Aguilar",Julio Aguilar,Julio Aguilar
Skin Wars,TV-14,90,2016,69.0,80,skin wars,False,tt5614574,tvEpisode,Skin Wars,Skin Wars,0.0,2016.0,42,Talk-Show,7.8,6.0,8,134,"Wendy Williams, Debbie Miller",Debbie Miller,Unknown
Felipe Neto: My Life Makes No Sense,TV-MA,110,2017,,82,felipe neto: my life makes no sense,False,,,,,,,,,,,,,,,
Lost,TV-14,90,2010,98.0,80,lost,False,tt1452805,tvEpisode,Lost,Lost,0.0,2010.0,44,"Drama,Sci-Fi",7.6,799.0,1,15,"Louis Ferreira, David Blue, Sean Blakemore, William MacDonald, Rohn Schmidt, Brad Wright, Robert C. Cooper, Martin Gero, Rick Martin",Rohn Schmidt,"Brad Wright, Robert C. Cooper, Martin Gero, Roland Emmerich, Dean Devlin"
Lost,TV-14,90,2010,98.0,80,lost,False,tt1695160,tvEpisode,Lost,Lost,0.0,2010.0,43,"Adventure,Documentary,History",3.4,10.0,1,3,Unknown,Unknown,Unknown
Lost,TV-14,90,2010,98.0,80,lost,False,tt1718827,video,Lost,Lost,1.0,2010.0,145,Adult,7.1,23.0,,,Kathryn Annelle,Kathryn Annelle,Unknown
Lost,TV-14,90,2010,98.0,80,lost,False,tt1740568,tvEpisode,Lost,Lost,0.0,2010.0,30,Sci-Fi,7.8,6.0,1,16,"Devin Rice, Devin Rice, Devin Rice, Devin Rice",Devin Rice,Devin Rice
Lost,TV-14,90,2010,98.0,80,lost,False,tt1779554,tvEpisode,Lost,Lost,0.0,2010.0,30,"Comedy,Short",7.8,6.0,3,13,"Phelan Porteous, Phelan Porteous, Phelan Porteous",Unknown,Phelan Porteous
Lost,TV-14,90,2010,98.0,80,lost,False,tt2028232,tvEpisode,Lost,Lost,0.0,2010.0,30,Comedy,7.8,6.0,1,3,"Tony Rago, Kirk Diedrich, Thomas Hargis, Kirk Diedrich, Tony Rago, Kirk Diedrich, Tony Rago, Thomas Hargis",Thomas Hargis,"Kirk Diedrich, Tony Rago"
Lost,TV-14,90,2010,98.0,80,lost,False,tt2244253,tvEpisode,Lost,Lost,0.0,2010.0,30,Talk-Show,7.8,6.0,1,47,"Richard Roeper, Richard Roeper",Unknown,Richard Roeper
Lost,TV-14,90,2010,98.0,80,lost,False,tt28133543,tvSeries,Lost,Gomshode,0.0,2010.0,30,Drama,7.8,6.0,,,Unknown,Rama Ghavidel,Unknown
Lost,TV-14,90,2010,98.0,80,lost,False,tt3298188,tvEpisode,Lost,Lost,0.0,2010.0,19,"Animation,Comedy,Family",7.8,6.0,2,12,Dan Good,Unknown,Dan Good
Lost,TV-14,90,2010,98.0,80,lost,False,tt6642536,short,Lost,Lost,0.0,2010.0,8,Short,9.4,16.0,,,"John Herkenrath, Stephane Leonard, Stephane Leonard, Claudio Pfeifer, Stephane Leonard, Claudio Pfeifer, Stephane Leonard, Claudio Pfeifer",Stephane Leonard,"Stephane Leonard, Claudio Pfeifer"
Weeds,TV-MA,110,2012,85.0,80,weeds,False,,,,,,,,,,,,,,,
The Tudors,TV-MA,110,2010,,82,the tudors,False,tt1724294,tvEpisode,The Tudors,The Tudors,0.0,2010.0,51,Documentary,8.4,10.0,1,4,"James Gray, James Gray",James Gray,Unknown
Lie to Me,TV-14,90,2010,89.0,80,lie to me,False,,,,,,,,,,,,,,,
Charmed,TV-PG,70,2005,90.0,80,charmed,False,tt0950023,tvEpisode,Charmed,Charmed,0.0,2005.0,30,"Animation,Comedy",7.8,6.0,2,8,"María Fernanda Morales, Gerardo Reyero, Juan Carlos Castellanos, Armando Gracia",Unknown,"Juan Carlos Castellanos, Armando Gracia"
White Collar,TV-PG,70,2014,93.0,80,white collar,False,,,,,,,,,,,,,,,
House of Cards,TV-MA,110,2016,91.0,80,house of cards,False,tt5720876,tvEpisode,House of Cards,House of Cards,0.0,2016.0,42,"Crime,Mystery,Reality-TV",9.0,23.0,15,22,Unknown,Unknown,Unknown
House of Cards,TV-MA,110,2016,91.0,80,house of cards,False,tt7408244,tvEpisode,House of Cards,House of Cards,0.0,2016.0,30,Comedy,7.8,6.0,,,"Jared Bauer, Jared Bauer, Alec Opperman",Jared Bauer,Alec Opperman
The Killing,TV-14,90,2014,73.0,80,the killing,True,tt3781606,short,The Killing,The Killing,0.0,2014.0,4,"Crime,Drama,Short",7.8,6.0,,,"Blake Simon, Blake Simon, Blake Simon, Blake Simon",Blake Simon,Blake Simon
Unconditional,PG-13,80,2012,,82,unconditional,False,tt1758610,movie,Unconditional,Unconditional,0.0,2012.0,92,"Biography,Crime,Drama",7.0,5050.0,,,"Diego Klattenhoff, Cedric Pendleton, Emily Rollins, Danielle Lewis, Brent Mccorkle, Brent Mccorkle, Jason Atkins, J. Wesley Legg, Brent Mccorkle, Brent Mccorkle",Brent Mccorkle,Brent Mccorkle
Unconditional,PG-13,80,2012,,82,unconditional,False,tt2200124,short,Unconditional,Unconditional,0.0,2012.0,8,"Drama,Romance,Short",7.8,6.0,,,"Adam James, Katie Pavao, Trevor Merrill, Trevor Merrill, Desmond Clark, Trevor Merrill, Trevor Merrill",Trevor Merrill,"Jerry Ayala, Trevor Merrill, Thomas Truax"
Unconditional,PG-13,80,2012,,82,unconditional,False,tt2388793,video,Unconditional,Unconditional,0.0,2012.0,4,"Drama,Mystery,Romance",7.8,6.0,,,"Aram Bedrossian, Keelin Woodell, Alexi Papalexopoulos, Alexi Papalexopoulos, Alexi Papalexopoulos, Alexi Papalexopoulos",Alexi Papalexopoulos,Alexi Papalexopoulos
The Blacklist,TV-14,90,2016,96.0,80,the blacklist,False,tt6474096,tvEpisode,The Blacklist,The Blacklist,0.0,2016.0,30,Talk-Show,8.6,11.0,2,2,"Mantis Khiralla, Mantis Khiralla",Unknown,Mantis Khiralla
The Fosters,TV-14,90,2016,73.0,80,the fosters,False,,,,,,,,,,,,,,,
Witches of East End,TV-14,90,2014,,82,witches of east end,False,,,,,,,,,,,,,,,
Bitten,TV-MA,110,2016,56.0,80,bitten,False,tt5554630,short,Bitten,Bitten,0.0,2016.0,30,"Horror,Short",7.8,6.0,,,"Bryson Bond, Emily C. Jones, Orion Phillips II, Christian Taylor Phillips, Emily C. Jones, Orion Phillips II, Christian Taylor Phillips, Christian Taylor Phillips",Christian Taylor Phillips,"Emily C. Jones, Orion Phillips II"
Bitten,TV-MA,110,2016,56.0,80,bitten,False,tt5580104,tvEpisode,Bitten,Bitten,0.0,2016.0,42,Reality-TV,7.8,6.0,1,5,Unknown,Unknown,Unknown
Bitten,TV-MA,110,2016,56.0,80,bitten,False,tt5603358,tvEpisode,Bitten,Bitten,0.0,2016.0,30,Drama,7.8,6.0,18,8,"Owen Brenman, Dean Ashton, Sophie Lifschutz, Linda Thompson, Chris Murray, Louise Pearson",Sophie Lifschutz,"Linda Thompson, Chris Murray"
London Has Fallen,R,100,2016,96.0,80,london has fallen,False,tt3300542,movie,London Has Fallen,London Has Fallen,0.0,2016.0,99,"Action,Thriller",5.9,176136.0,,,"Morgan Freeman, Angela Bassett, Alon Aboutboul, Waleed Zuaiter, Martin Petrushev, Babak Najafi, Creighton Rothenberger, Katrin Benedikt, Christian Gudegast, Chad St. John, Matthew O'Toole, Trevor Morris, Paul Martin Smith, Joel Collins",Babak Najafi,"Creighton Rothenberger, Katrin Benedikt, Christian Gudegast, Chad St. John, Seth M. Sherwood"
London Has Fallen,R,100,2016,96.0,80,london has fallen,False,tt7047654,tvEpisode,London Has Fallen,London Has Fallen,0.0,2016.0,30,Documentary,7.8,6.0,10,21,David Freydt,David Freydt,Unknown
London Has Fallen,R,100,2016,96.0,80,london has fallen,False,tt7237864,tvEpisode,London Has Fallen,London Has Fallen,0.0,2016.0,30,"Comedy,Talk-Show",7.8,6.0,6,21,"Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann, Chris Stuckmann",Chris Stuckmann,Chris Stuckmann
Marvel's Jessica Jones,TV-MA,110,2015,83.0,80,marvel's jessica jones,False,,,,,,,,,,,,,,,
Bloodline,TV-MA,110,2016,,82,bloodline,False,tt5009070,movie,Bloodline,Bloodline,0.0,2016.0,30,Unknown,7.8,6.0,,,Jenny Beverly,Unknown,Unknown
Bloodline,TV-MA,110,2016,,82,bloodline,False,tt5601378,tvEpisode,Bloodline,Bloodline,0.0,2016.0,42,"Crime,Mystery,Reality-TV",8.2,28.0,15,19,Unknown,Unknown,Unknown
Bloodline,TV-MA,110,2016,,82,bloodline,False,tt6071232,short,Bloodline,Bloodline,0.0,2016.0,8,"Comedy,Short",7.8,6.0,,,"Alondra Benitez, Jose Balistrieri, Ari DeVriend, Cassidy Mitchell, Evan Morgan Jones, Gian Caballero, Dadyar Vakili, Cassidy Mitchell, Kristine Kirchmeier",Evan Morgan Jones,"Gian Caballero, Dadyar Vakili"
Bloodline,TV-MA,110,2016,,82,bloodline,False,tt6217884,tvEpisode,Bloodline,Bloodline,0.0,2016.0,20,Comedy,8.6,5.0,2,4,"Joey Diaz, Bret Ernst, Moshe Kasher, Ari Shaffir, Eric Abrams, Joey Diaz, Moshe Kasher, Samantha Saifer",Unknown,"Eric Abrams, Joey Diaz, Moshe Kasher, Samantha Saifer, Ari Shaffir"
Bloodline,TV-MA,110,2016,,82,bloodline,False,tt6533458,tvMovie,Bloodline,Bloodline,0.0,2016.0,30,Drama,7.8,6.0,,,"Jessie B. Evans, Jamia Farrell, David Gamble, George Graham, Le'ayre Horton, Leslie Juarez, Jessie B. Evans, Eric Satisky, Kara Daley",Jessie B. Evans,Unknown
Velvet,TV-14,90,2016,,82,velvet,False,,,,,,,,,,,,,,,
The Crown,TV-MA,110,2016,84.0,80,the crown,False,tt4786824,tvSeries,The Crown,The Crown,0.0,2016.0,60,"Biography,Drama,History",8.6,271285.0,,,"Matt Smith, Matt Smith, Tobias Menzies, Charles Edwards, Vanessa Kirby, Vanessa Kirby, Marion Bailey, Peter Morgan","Benjamin Caron, Philip Martin, Christian Schwochow, Jessica Hobbs, Stephen Daldry, Julian Jarrold, May el-Toukhy, Alex Gabassi, Erik Richter Strand, Paul Whittington, Philippa Lowthorpe, Samuel Donovan","Peter Morgan, Jonathan Wilson, Edward Hemming, Daniel Marc Janes, Meriel Sheibani-Clare, Laura Deeley, Jon Brittain, Tom Edge, Nick Payne, Duncan Macmillan, Amy Jenkins, James Graham, David Hancock, Malcolm McGonigle"
The Crown,TV-MA,110,2016,84.0,80,the crown,False,tt5327270,short,The Crown,The Crown,0.0,2016.0,2,"Animation,Short",7.8,6.0,,,"Alex Temple-Marsh, Matt Tyzack, Yoon Duck Kim, Soon Cheon No, Yoon Duck Kim",Yoon Duck Kim,Soon Cheon No
The Crown,TV-MA,110,2016,84.0,80,the crown,False,tt6322228,tvEpisode,The Crown,The Crown,0.0,2016.0,30,Comedy,7.8,6.0,2,8,"Nathaniel Avila, Nathaniel Avila, Nathaniel Avila, Nathaniel Avila",Nathaniel Avila,Nathaniel Avila
The Crown,TV-MA,110,2016,84.0,80,the crown,False,tt6463776,tvEpisode,The Crown,The Crown,0.0,2016.0,30,"Game-Show,Reality-TV",7.8,6.0,7,86,Unknown,Unknown,Unknown
The Crown,TV-MA,110,2016,84.0,80,the crown,False,tt6692718,short,The Crown,The Crown,0.0,2016.0,30,Short,7.8,6.0,,,"Mark Oldridge, Aslam Basheer, Aslam Basheer, Aslam Basheer",Aslam Basheer,Aslam Basheer
The Crown,TV-MA,110,2016,84.0,80,the crown,False,tt9560140,tvEpisode,The Crown,The Crown,0.0,2016.0,30,"Game-Show,Reality-TV",7.8,6.0,10,38,Unknown,Unknown,Unknown
Kurt Seyit & Sura,TV-14,90,2014,,82,kurt seyit & sura,False,tt3467380,tvSeries,Kurt Seyit & Sura,Kurt Seyit ve Sura,0.0,2014.0,90,"Drama,History,Romance",7.2,4692.0,,,"Kivanç Tatlitug, Melisa Pamuk, Ushan Çakir","Hakan Inan, Hilal Saral","Nermin Bezmen, Ece Yörenç, Melek Gençoglu"
The Returned,TV-14,90,2015,,82,the returned,False,tt3230780,tvSeries,The Returned,The Returned,0.0,2015.0,42,"Drama,Fantasy,Horror",7.0,12331.0,,,"Kevin Alejandro, India Ennenga, India Ennenga, Sandrine Holt, Mark Pellegrino, Mat Vairo, Carlton Cuse","Jennifer Getzinger, Charles Martin, Deran Sarafian, Stephen Williams, Keith Gordon, Vincenzo Natali","Fabien Adda, Robin Campillo, Emmanuel Carrère, Carlton Cuse, Fabrice Gobert, Catherine Hoffmann, Nicolas Peufaillit, Brigitte Tijou, Raelle Tucker, Graham Roland, Regina Corrado, Bronwyn Garrity, Gianna Sobol"
The Returned,TV-14,90,2015,,82,the returned,False,tt4871936,tvEpisode,The Returned,The Returned,0.0,2015.0,30,"Comedy,Fantasy,Horror",7.8,6.0,2,3,"Jake Reed, Lucy Rose, Lucy Rose","Jake Reed, Lucy Rose",Unknown
The Girl in the Book,TV-MA,110,2015,,82,the girl in the book,False,tt2980554,movie,The Girl in the Book,The Girl in the Book,0.0,2015.0,86,Drama,6.1,4779.0,,,"Emily VanCamp, Courtney Daniels, Jordan Lage, Ana Mulvoy Ten, Talia Balsam, Joel Van Liew, Jon Norman Schneider, Marya Cohn, Marya Cohn, Gina Resnick, Lisa Zagoria",Marya Cohn,Marya Cohn
Quantico,TV-14,90,2016,88.0,80,quantico,False,,,,,,,,,,,,,,,
100 Metros,TV-MA,110,2016,,82,100 metros,False,,,,,,,,,,,,,,,
Dexter,TV-MA,110,2013,95.0,80,dexter,False,tt3109616,tvEpisode,Dexter,Dexter,0.0,2013.0,23,"Short,Talk-Show",5.9,25.0,1,3,"Scott Buck, Scott Buck, Sara Colleton, Wendy West, Wendy West, Manny Coto, Manny Coto, Michael C. Hall, Michael C. Hall",Unknown,Unknown
Dexter,TV-MA,110,2013,95.0,80,dexter,False,tt3129164,tvEpisode,Dexter,Dexter,0.0,2013.0,30,Comedy,7.8,6.0,1,2,"Artie Esposito, Allan Trautman, Allan Trautman, Patrick Bristow, Joe Reilly, Jason deVilliers",Patrick Bristow,Joe Reilly
Leverage,TV-PG,70,2012,86.0,80,leverage,False,tt2493276,video,Leverage,Leverage,1.0,2012.0,30,Adult,2.9,37.0,,,Robby D.,Robby D.,Unknown
Burn Notice,TV-14,90,2013,85.0,80,burn notice,False,,,,,,,,,,,,,,,
Luther,TV-14,90,2015,69.0,80,luther,False,tt4997298,short,Luther,Luther,0.0,2015.0,16,"Drama,Short",7.8,6.0,,,"Paul Sablan Sauget, Julius Santos, Justin Baldovino, Brian Muna, Anton Ngata, Justin Baldovino, Brian Muna, Anton Ngata, Myracle Mugol, Brian Muna, Justin Baldovino, Brian Muna, Anton Ngata, Justin Baldovino, Brian Muna, Anton Ngata","Justin Baldovino, Brian Muna, Anton Ngata","Justin Baldovino, Brian Muna, Anton Ngata"
Luther,TV-14,90,2015,69.0,80,luther,False,tt5169826,tvMiniSeries,Luther,Luther,0.0,2015.0,30,"Comedy,Thriller",7.1,12.0,,,"Patra Archie, Louisa Faye, Melissa Cavaliere, Melissa Cavaliere",Derek Jeremiah Reid,Derek Jeremiah Reid
Hawaii Five-0,TV-14,90,2016,96.0,80,hawaii five-0,False,,,,,,,,,,,,,,,
Last Man Standing,TV-PG,70,2015,97.0,80,last man standing,False,tt4722990,movie,Last Man Standing,Last Man Standing,0.0,2015.0,47,Comedy,6.8,7.0,,,"David Pustansky, Tara Dowd, Lisa Bird, Fleur Nicholas, Lucy Hoult, Sarah Crake, Hayley Woodland, Sally Beaumont, David Pustansky, David Pustansky, David Pustansky, David Pustansky, David Pustansky",David Pustansky,David Pustansky
Last Man Standing,TV-PG,70,2015,97.0,80,last man standing,False,tt5368234,short,Last Man Standing,Last Man Standing,0.0,2015.0,30,"Horror,Short",7.8,6.0,,,"Dekker Dreyer, Dekker Dreyer",Dekker Dreyer,Dekker Dreyer
Person of Interest,TV-14,90,2016,93.0,80,person of interest,False,,,,,,,,,,,,,,,
Touch,TV-14,90,2012,68.0,80,touch,False,tt1821681,tvSeries,Touch,Touch,0.0,2012.0,43,"Drama,Mystery,Sci-Fi",7.3,43758.0,,,"David Mazouz, Saxon Sharbino, Roxana Brusso, Tim Kring","Nelson McCormick, Milan Cheylov, Michael Waxman, Adam Kane, Stephen Williams, Greg Beeman, Jon Cassar, Tucker Gates, Gwyneth Horder-Payton, Francis Lawrence, Ian Toynton, Matt Earl Beesley, Sanford Bookstaver, Roxann Dawson, Seith Mann","Tim Kring, Carol Barbee, Rob Fresco, Melinda Hsu, Robert Levine, Chris Levinson, Brynn Malone, Barry O'Brien, Zach Craley, Jonathan I. Kidd, Sonya Winton, David Eick, Jennifer Johnson, Karyn Usher"
Touch,TV-14,90,2012,68.0,80,touch,False,tt1981120,short,Touch,Touch,0.0,2012.0,9,"Drama,Short",6.6,5.0,,,"William Stewart, William Stewart",William Stewart,"Leah alexandra MacDonald, William Stewart"
Touch,TV-14,90,2012,68.0,80,touch,False,tt2206842,short,Touch,Touch,0.0,2012.0,10,"Drama,Short",7.8,6.0,,,"Max Friedlich, Ama Torres, Stefanos Tai, Stefanos Tai, Stefanos Tai, Sophie Kasakove, Stefanos Tai, Stefanos Tai",Stefanos Tai,Stefanos Tai
Touch,TV-14,90,2012,68.0,80,touch,False,tt2225554,short,Touch,Touch,0.0,2012.0,14,"Drama,Short",7.8,6.0,,,"Luke de Lacey, Peter Doherty, Carlos Nuñez, Luke de Lacey, Carlos Nuñez, Carlos Nuñez",Carlos Nuñez,Luke de Lacey
Touch,TV-14,90,2012,68.0,80,touch,False,tt2379377,tvEpisode,Touch,Touch,0.0,2012.0,30,"Comedy,Drama",7.8,6.0,3,18,"Stanislava Buevich, Craig Ford","Stanislava Buevich, Craig Ford",Unknown
Touch,TV-14,90,2012,68.0,80,touch,False,tt2559752,short,Touch,Touch,0.0,2012.0,9,"Crime,Drama,Romance",7.8,6.0,,,"Annie Timothy, Brian Hutson, Brian Hutson, Narea Kang, Dean Jensen, Brian Hutson, Brian Hutson",Brian Hutson,Brian Hutson
Touch,TV-14,90,2012,68.0,80,touch,False,tt2708800,short,Touch,Touch,0.0,2012.0,15,"Drama,Fantasy,Short",7.8,6.0,,,"Claire Candela, Andrew Walenc, Qinshu Zuo, Qinshu Zuo, Alison Grammas, Qinshu Zuo, Pinwen Lien",Qinshu Zuo,Qinshu Zuo
Touch,TV-14,90,2012,68.0,80,touch,False,tt2996736,movie,Touch,Teu-chi,0.0,2012.0,99,Drama,6.7,18.0,,,"Byung-hun Min, Byung-hun Min, Sung-jin Mo",Byung-hun Min,Byung-hun Min
Breakout Kings,TV-14,90,2012,88.0,80,breakout kings,False,,,,,,,,,,,,,,,
The Following,TV-14,90,2015,,82,the following,False,,,,,,,,,,,,,,,
"Drugs, Inc.",TV-14,90,2015,,82,"drugs, inc.",False,,,,,,,,,,,,,,,
Longmire,TV-14,90,2016,92.0,80,longmire,False,,,,,,,,,,,,,,,
Ripper Street,TV-MA,110,2016,,82,ripper street,False,,,,,,,,,,,,,,,
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt20225680,tvEpisode,The Fall,The Fall,0.0,2016.0,30,Documentary,7.8,6.0,1,3,Unknown,Unknown,Unknown
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt4673468,tvEpisode,The Fall,The Fall,0.0,2016.0,41,"Crime,Drama,Mystery",7.3,342.0,2,1,"Mekia Cox, Terry O'Quinn, Adam Arkin, Barbie Kligman, Noah Nelson, Stephen M. Irwin, Joe Halpin, Robert Humphreys",Adam Arkin,"Barbie Kligman, Noah Nelson, Stephen M. Irwin"
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt4926014,tvEpisode,The Fall,The Fall,0.0,2016.0,45,"Drama,Fantasy,Horror",8.3,1247.0,3,10,"Corey Stoll, Natalie Brown, Carlton Cuse, Guillermo del Toro, Chuck Hogan, Carlton Cuse, Carlton Cuse, Liz Phang, Russell Denove, John M. Valerio, Jessica Sherman, April Webster",Carlton Cuse,"Guillermo del Toro, Chuck Hogan, Carlton Cuse"
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt5052266,tvEpisode,The Fall,The Fall,0.0,2016.0,10,Action,7.8,6.0,2,3,"Thomas Frick, Kevin O'Carroll, Thomas Frick, Thomas Frick, Kevin O'Carroll, Thomas Frick, Thomas Frick, Thomas Frick",Thomas Frick,"Thomas Frick, Kevin O'Carroll"
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt5200314,short,The Fall,The Fall,0.0,2016.0,21,"Horror,Short,Thriller",7.8,6.0,,,"Ina De Winne, Luc Loots, Cleo Raymaekers, Matthias de Bondt, Matthias de Bondt, Gary De Cart, Jerome Bartholomeüs, Janne Bertouille",Matthias de Bondt,Unknown
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt5627906,tvEpisode,The Fall,The Fall,0.0,2016.0,30,Drama,7.8,6.0,2,3,Katharine Crane,Unknown,Unknown
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt5778400,short,The Fall,The Fall,0.0,2016.0,11,"Drama,Short",7.8,6.0,,,"Taylor Cullinane, Taylor Cullinane, Taylor Cullinane",Taylor Cullinane,Taylor Cullinane
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt5892662,short,The Fall,The Fall,0.0,2016.0,9,"Drama,Short",7.8,6.0,,,"Stanley J. Browne, Brendon Hargreaves, Fisayo Lacey, Abbie Collingwood, Katie Watson, Katie Jo Watson, Sinead McCausland",Brendon Hargreaves,Fisayo Lacey
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt5896674,movie,The Fall,The Fall,0.0,2016.0,90,"Biography,Documentary,History",7.8,222.0,,,"Zola Budd, Kyle Keiderling, Mary Decker Slaney, Richard Slaney, Daniel Gordon, Karen Emsley, Matt Wyllie",Daniel Gordon,Unknown
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt5934232,tvEpisode,The Fall,The Fall,0.0,2016.0,6,"Action,Adventure,Animation",6.0,22.0,1,5,"F.J. DeSanto, George Krstic",Unknown,"F.J. DeSanto, George Krstic"
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt6021156,short,The Fall,The Fall,0.0,2016.0,7,"Action,Short",7.8,6.0,,,"Will Eppes, Kyler Shay, David Eppley, David Eppley, Joven Williams, Marcus Crichlow, Reeve Bennett, Alline Bigham, Dominic Gasparoly, Rodolfo Gonzalez, Brad Follmer, Will Eppes, Brad Follmer, Will Eppes, Brad Follmer, Lenny Wee, Dominic Gasparoly",Brad Follmer,"Will Eppes, Brad Follmer"
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt6185176,tvEpisode,The Fall,The Fall,0.0,2016.0,30,"Comedy,Horror",7.8,6.0,1,7,"Mahyar Shakeri, Mahyar Shakeri, Frédéric Molas, Sébastien Rassiat, Mahyar Shakeri",Unknown,Mahyar Shakeri
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt6356458,short,The Fall,The Fall,0.0,2016.0,11,"Drama,Short",7.8,6.0,,,"Roheel Hussain, Berenguer Marc",Berenguer Marc,Unknown
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt6610622,tvEpisode,The Fall,The Fall,0.0,2016.0,30,Adventure,7.8,6.0,1,18,Unknown,Unknown,Unknown
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt6754362,tvEpisode,The Fall,The Fall,0.0,2016.0,30,"Adventure,Comedy,Horror",7.8,6.0,1,1,"Tom Upjohn, Tom Upjohn, Tom Upjohn, Tom Upjohn",Tom Upjohn,Tom Upjohn
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt6819376,short,The Fall,The Fall,0.0,2016.0,16,"Drama,Short",7.8,6.0,,,"Bui Tuan Long, Bui Tuan Long",Bui Tuan Long,Unknown
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt7171460,short,The Fall,The Fall,0.0,2016.0,30,"Drama,Short",7.8,6.0,,,Kennedy Pope,Kennedy Pope,Unknown
The Fall,TV-MA,110,2016,61.0,80,the fall,True,tt8225210,short,The Fall,The Fall,0.0,2016.0,30,"Drama,Short",7.8,6.0,,,"Aaron Mirkin, Michael Hanley",Aaron Mirkin,Michael Hanley
Death in Paradise,TV-14,90,2016,77.0,80,death in paradise,False,,,,,,,,,,,,,,,
Marvel's Agents of S.H.I.E.L.D.,TV-PG,70,2016,89.0,80,marvel's agents of s.h.i.e.l.d.,False,,,,,,,,,,,,,,,
