title,rating,ratingDescription,release year,user rating score,user rating size,title_normalized,is_top_1000,titleType,isAdult,runtimeMinutes,genres,averageRating,numVotes,seasonNumber,episodeNumber,actors_list,directors_names,writers_names,success_score
the nightmare before christmas,pg,60,True,84.0,80,the nightmare before christmas,True,movie,False,76,"animation,family,fantasy",7.9,396362,,,"danny elfman,chris sarandon,william hickey,glenn shadix,ken page,edward ivory,susan mcbride,debi durst,henry selick,tim burton,michael mcdowell,caroline thompson,denise di novi,don hahn,pete kozachik,stan webb,mary gail artz,barbara cohen",henry selick,"tim burton,michael mcdowell,caroline thompson",101.83167732246568
scooby-doo,pg,60,True,86.0,80,scooby-doo,False,movie,False,86,"adventure,comedy,family",5.4,133552,,,"matthew lillard,freddie prinze jr.,sarah michelle gellar,linda cardellini,miguel a. núñez jr.,steven grives,charles stan frazier,craig bullock,raja gosnell,james gunn,craig titley,william hanna,joseph barbera,david newman",raja gosnell,"james gunn,craig titley,william hanna,joseph barbera",63.73216988162617
scooby-doo,pg,60,True,86.0,80,scooby-doo,False,tvepisode,False,30,"documentary,short",3.8,23,9,6,"linda cardellini,sarah michelle gellar,raja gosnell,matthew lillard,freddie prinze jr.",unknown,unknown,12.076604555322193
chicken little,g,35,True,92.0,80,chicken little,False,movie,False,81,"adventure,animation,comedy",5.7,105492,,,"mark dindal,mark kennedy,steve bencich,ron j. friedman,randy fullmer,john debney,dan molina,jen rudin,david womersley",mark dindal,"mark dindal,mark kennedy,steve bencich,ron j. friedman,ron anderson",65.9284793102205
chicken little,g,35,True,92.0,80,chicken little,False,tvepisode,False,30,reality-tv,7.8,6,1,4,natalie gustafson,natalie gustafson,unknown,15.178099162631442
teenage mutant ninja turtles,pg,60,True,,82,teenage mutant ninja turtles,False,tvepisode,False,11,comedy,7.1,132,1,6,doug walker,doug walker,doug walker,34.72147881037445
star wars: the clone wars,pg,60,True,57.0,80,star wars: the clone wars,False,tvseries,False,23,"action,adventure,animation",8.4,134178,,,"tom kane,dee bradley baker,matt lanter,james arnold taylor,ashley eckstein,corey burton,catherine taber,george lucas","dave filoni,brian kalin o'connell,steward lee,kyle dunlevy,giancarlo volpe,danny keller,bosco ng,rob coleman,justin ridge,saul ruiz,nathaniel villanueva,jesse yeh,duwayne dunham,dave bullock,atsushi takeuchi,robert dalva,walter murch","george lucas,henry gilroy,drew z. greenberg,scott murphy,katie lucas,christian taylor,dave filoni,steven melching,matt michnovetz,brent friedman,chris collins,charles murray,paul dini,eoghan mahony,george krstic,daniel arkin,steven long mitchell,craig w. van sickle,cameron litvack,bonnie mark,jose molina,melinda hsu,brian larsen,craig titley,julie siege,jonathan rinzler,tim burns,kevin campbell,kevin rubio,bill canterbury,jen klein,andrew kreisberg,wendy mericle,ben edlund",99.17821207067422
star wars: the clone wars,pg,60,True,57.0,80,star wars: the clone wars,False,movie,False,98,"action,adventure,animation",5.9,77722,,,"matt lanter,nika futterman,tom kane,ashley eckstein,james arnold taylor,dee bradley baker,ian abercrombie,corey burton,catherine taber,dave filoni,henry gilroy,steven melching,scott murphy,catherine winder,jason tucker",dave filoni,"henry gilroy,steven melching,scott murphy,george lucas",66.43934836681113
the smurfs and the magic flute,g,35,True,,82,the smurfs and the magic flute,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
we're back! a dinosaur's story,g,35,True,,82,we're back! a dinosaur's story,False,movie,False,72,"adventure,animation,comedy",6.0,16730,,,"blaze berdahl,rené le vant,walter cronkite,joey shea,julia child,phil nibbelink,simon wells,dick zondag,ralph zondag,john patrick shanley,hudson talbott,steve hickner,nick fletcher","phil nibbelink,simon wells,dick zondag,ralph zondag","john patrick shanley,hudson talbott",58.35011139034598
thomas & friends: thomas & the runaway kite,tv-y,10,True,,82,thomas & friends: thomas & the runaway kite,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
dino squad,tv-y7,41,True,,82,dino squad,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
cars toons: mater's tall tales,tv-g,35,True,74.0,80,cars toons: mater's tall tales,False,tvepisode,False,30,family,6.8,14,3,10,"william butler,azel james",william butler,william butler,18.41474136749503
leapfrog: the amazing alphabet amusement park,tv-y,10,True,,82,leapfrog: the amazing alphabet amusement park,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
phineas and ferb,tv-g,35,True,89.0,80,phineas and ferb,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the batman,tv-y7,41,True,77.0,80,the batman,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
justice league,tv-y7-fv,42,True,66.0,80,justice league,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
justice league unlimited,tv-y7-fv,42,True,,82,justice league unlimited,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
mighty morphin power rangers,tv-y7-fv,42,True,73.0,80,mighty morphin power rangers,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
young justice,tv-pg,70,True,71.0,80,young justice,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the super mario bros. super show!,tv-y7,41,True,,82,the super mario bros. super show!,False,tvseries,False,30,"action,adventure,animation",6.3,5168,,,"lou albano,harvey atkin,danny wells,jeannie elias,greg morton,bob forward,phil harnage,bruce shelly,reed shelly",dan riba,"bob forward,phil harnage,andy heyward,shigeru miyamoto,bruce shelly,reed shelly,perry martin,david carren,j. larry carroll,mark mccorkle,bob schooley,jack olesker,martha moran,david ehrman,tony marino,kevin o'donnell,ted pedersen,sean roche,cassandra schafhausen,david schwartz,larry alexander,george atkins,eleanor burian-mohr,rowby goren,jack hanrahan,michael a. medlock,peter norris,steve robertson,david tischman,john vornholt,brooks wachtel,brad wilson,jeremiah bosgang,rick cunningham,vic davis,roger eschbacher",53.86773750873504
power rangers zeo,tv-y7-fv,42,True,,82,power rangers zeo,False,tvseries,False,21,"action,adventure,family",6.5,3369,,,"catherine sutherland,nakia burrise,steve cardenas,johnny yong bosch,jason david frank,paul schrier,jason narvy,gregg bullock,richard genelle,donene kistler","robert radler,vickie bronaugh,isaac florentine,douglas sloan,terence h. winkless,larry litton,kôichi sakamoto","brett born,terri hughes burton,shell danielson,charlotte fullerton,richard goodman,mark hoffmeier,shotaro ishinomori,joseph kuhr,shuki levy,mark litton,jackie marchand,steven melching,ron milbauer,barbara oliver,tony oliver,douglas sloan,stewart st. john,jim suave,gilles wheeler,colleen white,al winchell",52.79734215175164
oscar's oasis,tv-g,35,True,,82,oscar's oasis,False,tvseries,False,7,"adventure,animation,comedy",7.3,981,,,"angela narasyx,pames taonlk,benjamin townsend","denis chernov,ilya maksimov,mikhail meschaninov,konstantin biryukov,tae-sik shin,svetlana nikonorova,dzhangir suleymanov,aleksey gorbunov,aleksey minchenok,arthur qwak,marco allard,fabrice fouquet,frédéric martin,yoshimichi tamura","benjamin townsend,aleksey lebedev,dmitriy yakovenko,tatiana belova,tae-sik shin,arthur qwak,sylvain boido,frédéric martin,joeri christiaen,nicolas gallet,hadrien soulez larivière",50.2940165509876
transformers prime,tv-y7-fv,42,True,,82,transformers prime,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the adventures of chuck & friends,tv-y,10,True,,82,the adventures of chuck & friends,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
transformers: rescue bots,tv-y7,41,True,,82,transformers: rescue bots,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
thomas & friends: king of the railway,tv-g,35,True,,82,thomas & friends: king of the railway,False,video,False,62,"adventure,animation,comedy",6.3,388,,,"jonathan forbes,rob silvestri,wilbert awdry,britt allcroft,andrew brenner,adam garner",rob silvestri,"wilbert awdry,britt allcroft,andrew brenner,philip d. fehrle,sam wilkinson",37.570549864796206
lego: marvel super heroes: maximum overload,tv-y7-fv,42,True,,82,lego: marvel super heroes: maximum overload,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
max steel,tv-y7-fv,42,True,,82,max steel,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
transformers prime beast hunters: predacons rising,tv-y7-fv,42,True,,82,transformers prime beast hunters: predacons rising,False,tvmovie,False,65,"action,animation,family",7.5,2172,,,"steve blum,will friedle,vinton heuck,scooter tidwell,todd waterman,david hartman,roberto orci,alex kurtzman,duane capizzi,jeff kline,michael william miles,jamie simone,vince toyama","vinton heuck,scooter tidwell,todd waterman,david hartman","roberto orci,alex kurtzman,duane capizzi,jeff kline,marsha f. griffin,steven melching",57.62897985192322
agent f.o.x.,pg,60,True,,82,agent f.o.x.,False,movie,False,83,"adventure,animation,comedy",3.1,303,,,"yu zhou,li li li,zhi wei zhang,ge shuiying,yunyun guan,hua tan,shengwei wang,xia bing,jin hao,hu xue peng",ge shuiying,"yunyun guan,hua tan,shengwei wang",17.72278587435929
veggietales in the house,tv-y,10,True,,82,veggietales in the house,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
thunder and the house of magic,tv-g,35,True,,82,thunder and the house of magic,False,movie,False,85,"adventure,animation,comedy",6.2,7706,,,"george babbit,brianne brozey,kathleen gati,shanelle gray,nina grillo,goldie jonsie,jérémie degruson,ben stassen,mimi maynard,james flynn,domonic paris,gina gallo,nadia khamlichi","jérémie degruson,ben stassen,mimi maynard","ben stassen,james flynn,domonic paris",55.489282571823566
all hail king julien,tv-y7-fv,42,True,71.0,80,all hail king julien,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
kong: king of the apes,tv-y7-fv,42,True,,82,kong: king of the apes,False,tvseries,False,30,"action,adventure,animation",5.7,418,,,"lee tockar,sam vincent","homeros gilani,motonori sakakibara,dustin mckenzie,kensuke suzuki","andy briggs,marcy brown,sean catherine derek,dennis haley,ken pontac",34.415864243556186
marvel super hero adventures: frost fight!,pg,60,True,,82,marvel super hero adventures: frost fight!,False,video,False,73,"action,adventure,animation",5.1,1059,,,"travis willingham,kevin michael richardson,steve blum,mitch schauer,mark banker,joe simon,jack kirby,bill mantlo,michael mccuistion,jamie simone",mitch schauer,"mark banker,joe simon,jack kirby,bill mantlo,keith giffen",35.52672335424117
slugterra: slug fu showdown,tv-y7-fv,42,True,,82,slugterra: slug fu showdown,False,video,False,43,"action,adventure,animation",6.8,186,,,"sam vincent,lee tockar,brian drummond,daniel deserranno,ken pontac,guy toubes","daniel deserranno,clint butler","ken pontac,guy toubes",35.57153859461119
dinotrux,tv-y7-fv,42,True,,82,dinotrux,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
edgar rice burroughs' tarzan and jane,tv-y7-fv,42,True,,82,edgar rice burroughs' tarzan and jane,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
lego dc comics: batman be-leaguered,tv-y7,41,True,,82,lego dc comics: batman be-leaguered,False,tvshort,False,22,"action,adventure,animation",6.4,1711,,,"dee bradley baker,nolan north,khary payton,kevin michael richardson,james arnold taylor,rick morales,james krieg,jerry siegel,joe shuster,paul norris,tim kelly,lisa schaffer",rick morales,"james krieg,jerry siegel,joe shuster,paul norris,bob kane,marv wolfman,george pérez,william moulton marston,bill finger,harry g. peter",47.6506723628908
power rangers dino charge,tv-y7,41,True,,82,power rangers dino charge,False,tvseries,False,21,"action,adventure,family",6.5,1953,,,"brennan mejia,yoshi sudarso,michael taber,james davies,claire blackwelder,estevez gillespie,eve gordon,judd lynn,jeffrey newman","charlie haskell,michael duignan,peter salmon,mike smith,peter burger,riccardo pellizzeri,karl zwicky,jonathan brough,britta hawkins","shotaro ishinomori,judd lynn,jeffrey newman,becca barnes,alwyn dale,haim saban,mark litton,peter wiseman,ann austen,james w. bates,tanya m. wheeler,marc handler,david mcdermott",49.25461991191773
bunks,tv-pg,70,True,,82,bunks,False,tvmovie,False,80,"comedy,family,horror",5.3,969,,,"aidan shipley,zane davis,michael levinson,grant westerholm,tibor takács,tim burns,mike kiss,tom mcgillis,jennifer pertsch,jenny lewis",tibor takács,"tim burns,mike kiss,tom mcgillis,jennifer pertsch",36.44966917893637
the jungle book,pg,60,True,97.0,80,the jungle book,True,movie,False,106,"action,adventure,animation",7.3,300014,,,"neel sethi,bill murray,giancarlo esposito,brighton rose favreau,jon favreau,justin marks,rudyard kipling,brigham taylor,john debney,bill pope,adam gerstel,mark livolsi,christopher glass",jon favreau,"justin marks,rudyard kipling",92.06459059243517
the jungle book,pg,60,True,97.0,80,the jungle book,True,tvepisode,False,30,"comedy,family",7.8,6,,,andrew williams,unknown,andrew williams,15.178099162631442
the angry birds movie,pg,60,True,92.0,80,the angry birds movie,False,movie,False,97,"action,adventure,animation",6.3,111580,,,"bill hader,clay kaytis,fergal reilly,jon vitti,mikael hed,mikko pöllä,john cohen,catherine winder,heitor pereira,pete oswald","clay kaytis,fergal reilly","jon vitti,mikael hed,mikko pöllä,john cohen,jaakko iisalo,tuomo lehtinen,miika virtanen,tuomas erikoinen,raine mäki,niklas hed,matt wilson,joonas mäkilä,mikko järvinen,irina moiseenko,antti laitinen",73.22178820029546
the angry birds movie,pg,60,True,92.0,80,the angry birds movie,False,tvepisode,False,15,talk-show,7.8,6,6,13,mathew buck,mathew buck,mathew buck,15.178099162631442
the secret life of pets,pg,60,True,,81,the secret life of pets,False,movie,False,86,"adventure,animation,comedy",6.5,228314,,,"louis c.k.,eric stonestreet,kevin hart,jenny slate,ellie kemper,hannibal buress,chris renaud,cinco paul,ken daurio,brian lynch,janet healy,christopher meledandri,ken schretzmann,eric guillon",chris renaud,"cinco paul,ken daurio,brian lynch",80.2001299669822
the secret life of pets,pg,60,True,,81,the secret life of pets,False,tvepisode,False,17,talk-show,7.8,6,6,21,mathew buck,mathew buck,mathew buck,15.178099162631442
the furchester hotel,tv-y,10,True,,82,the furchester hotel,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
marvel's hulk: where monsters dwell,pg,60,True,,82,marvel's hulk: where monsters dwell,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
angry birds,tv-g,35,True,,82,angry birds,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
talking tom and friends,tv-g,35,True,61.0,80,talking tom and friends,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
nexo knights,tv-y7-fv,42,True,,82,nexo knights,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
an extremely goofy movie,g,35,True,67.0,80,an extremely goofy movie,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the iron giant,pg,60,True,83.0,80,the iron giant,True,movie,False,86,"action,adventure,animation",8.1,246515,,,"eli marienthal,harry connick jr.,jennifer aniston,james gammon,jack angel,brad bird,tim mccanlies,ted hughes,allison abbate,des mcanuff,steven wilzbach,mark whiting",brad bird,"tim mccanlies,brad bird,ted hughes,brent forrester",100.56297565055215
the cat in the hat knows a lot about that!,tv-y,10,True,,82,the cat in the hat knows a lot about that!,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
bob the builder,tv-y,10,True,,82,bob the builder,False,tvseries,False,25,"animation,comedy,family",2.3,345,,,"lucy montgomery,keith chapman","stuart evans,larry jacobs,geri bertolo,dave simmons,colleen morton,scott pleydell-pearce,colin oleksyn","keith chapman,james mason,paul larson,douglas wood,darren jones,laura beaumont,miranda larson,ali crockatt,david scott,tim bain,helen farrall,lee pressman,mark zaslove,simon davies,sophie hetherington,ross hastings,steven darancette,grant moran,steve cannon,tony cooke,andrew emerson,peter hunziker,corey powell",13.446809182632766
beyblade: metal fusion,tv-y7,41,True,,82,beyblade: metal fusion,False,tvseries,False,30,"action,animation,family",6.8,2915,,,katsumi hasegawa,"kunihisa sugishima,hiroaki kudou,shunsuke machiya,toshihito naka,yoshinori odaka,keiya saitô,takahide ogata,takatoshi suzuki,yoshitaka fujimoto,rokô ogiwara","katsumi hasegawa,hugh duffy,masaharu amiya,takafumi adachi,katsuhiko chiba,carolyn hay,kazuyuki fudeyasu,caroline hay,sarah jackson,masashi suzuki,jirô takayama",54.25018303327413
ninja turtles: the next mutation,tv-y7-fv,42,True,,82,ninja turtles: the next mutation,False,tvseries,False,20,"action,adventure,comedy",4.3,1895,,,"jarred blancard,nicole parker,michael dobson","robert lee,iain paterson,rob stewart,david straiton,clay borris,richard martin,michael mazo,don mccutcheon,james taylor,scott j. ateah,richard flower,otta hanus,ed anders","kevin eastman,peter laird,dan clark,michael mayhew,rhonda smiley,alan swayze,todd swift,kenny hotz,barry julien,ramon pirouzian,spencer rice,eric weinthal,michael mayhwew",32.454257236104354
dreamworks kung fu panda awesome secrets,tv-pg,70,True,,82,dreamworks kung fu panda awesome secrets,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
lego ninjago: masters of spinjitzu,tv-y7-fv,42,True,67.0,80,lego ninjago: masters of spinjitzu,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
goosebumps,tv-y7,41,True,88.0,80,goosebumps,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
lego ninjago: masters of spinjitzu: way of the ninja,tv-y7-fv,42,True,,82,lego ninjago: masters of spinjitzu: way of the ninja,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
super buddies,g,35,True,,82,super buddies,False,video,False,81,family,4.2,2039,,,"trey loney,michael teigen,sam adler,harley graham,jeremy shinder,genevieve hannelius,robert vince,anna mcroberts,paul tamasy,mark irwin",robert vince,"bannister bergen,anna mcroberts,paul tamasy,robert vince",32.0069613647207
tad: the lost explorer,tv-pg,70,True,,82,tad: the lost explorer,False,movie,False,92,"adventure,animation,comedy",5.9,9544,,,"óscar barberán,meritxell ané,enrique gato,javier lópez barreira,gorka magallón,ignacio del moral,jordi gasull,nicolás matji,zacarías m. de la riva,alexander adams",enrique gato,"javier lópez barreira,gorka magallón,ignacio del moral,jordi gasull,neil landau,diego san josé,verónica fernández,lillian gonzález",54.0662591433431
pokì©mon: indigo league,tv-y,10,True,74.0,80,pokì©mon: indigo league,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
ratchet and clank,pg,60,True,74.0,80,ratchet and clank,False,tvepisode,False,4,comedy,6.8,19,3,17,"max song,andrew bird,spencer gilbert,jovenshire,matt raub",max song,"andrew bird,spencer gilbert,jovenshire,matt raub,max song",20.37097946016714
pac-man and the ghostly adventures,tv-y7,41,True,,82,pac-man and the ghostly adventures,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
iron man & captain america: heroes united,pg,60,True,,82,iron man & captain america: heroes united,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
power rangers super megaforce,tv-y7,41,True,,82,power rangers super megaforce,False,tvepisode,False,30,"news,talk-show",7.8,6,,,unknown,unknown,unknown,15.178099162631442
chuggington,tv-y,10,True,,82,chuggington,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the adventures of puss in boots,tv-y7-fv,42,True,78.0,80,the adventures of puss in boots,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
some assembly required,tv-g,35,True,,82,some assembly required,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
kulipari: an army of frogs,tv-y7-fv,42,True,,82,kulipari: an army of frogs,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
transformers: robots in disguise,tv-y7,41,True,,82,transformers: robots in disguise,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
robocar poli,tv-y,10,True,,82,robocar poli,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
lego bionicle: the journey to one,tv-y7-fv,42,True,,82,lego bionicle: the journey to one,False,tvseries,False,22,"action,adventure,animation",5.3,254,,,"nolan balzer,jacqui fox,geoff hughes,cory hunter,william jordan,corny rempel",nicolas-d. robitaille,mark palmer,29.368696789339655
voltron: legendary defender,tv-y7-fv,42,True,,82,voltron: legendary defender,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
buddy thunderstruck,tv-pg,70,True,,82,buddy thunderstruck,False,tvseries,False,24,"action,animation,comedy",7.7,569,,,"brian atkinson,ryan wiesbrock,harry chaskin,nick shakoour","harry chaskin,eric towner,john harvatine iv,alex kamer","thomas krajewski,ryan wiesbrock,jennifer muro,chris pearson",48.86139997838019
pokì©mon: xy,tv-y7-fv,42,True,56.0,80,pokì©mon: xy,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
power rangers dino super charge,tv-y7,41,True,,82,power rangers dino super charge,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the deep,tv-y7,41,True,,82,the deep,False,short,False,13,"romance,short",7.8,6,,,"cecilia fairchild,jim carlson,joel vazquez,stephen lee,charlie rodríguez lambarri",joel vazquez,"stephen lee,joel vazquez",15.178099162631442
the deep,tv-y7,41,True,,82,the deep,False,tvseries,False,22,"action,adventure,animation",7.8,1001,,,"michael dobson,maryke hendrikse,brian drummond,lee tockar,james higuchi,sam vincent,tom taylor,james brouwer","trent carlson,joel salaysay,sylvain blais,bronwyn dennison,michael dowding,ben anderson,daniel ife,rich johnson","tom taylor,philip dalkin,david evans,daniel hall,cleon prineas,james brouwer,sam carroll,thomas duncan-watt,justine juel gillmer,rachel spratt,lawrence leung,john armstrong,kate mccartney,ray boseley",53.89607559682952
skylanders academy,tv-y7,41,True,,82,skylanders academy,False,tvseries,False,25,"action,adventure,animation",6.7,1136,,,"ashley tisdale,jonathan banks,felicia day,eric rogers","arthur qwak,solène azernour,alban rodriguez,ron myrick,john mathot,pete michaels,chey lee,young kyun park","eric rogers,patrick hegarty,josh haber,clayton sakoda,ian weinreich,jesse porter,brittany jo flores,julia yorks,allan plenderleith,joanna lewis,kristine songco,nick confalone,duane capizzi,dean stefan,natalie hazen,jim martin,patrick rigney,johanna stokes,joshua hale fialkov,seonhwa geum",47.142194908128594
growing up wild,g,35,True,80.0,80,growing up wild,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the little rascals,pg,60,True,86.0,80,the little rascals,False,movie,False,82,"comedy,family,romance",6.3,59431,,,"travis tedford,bug hall,brittany ashton holmes,kevin jamal woods,jordan warkol,zachary mabry,ross bagley,courtland mead,sam saletta,blake collins,penelope spheeris,robert wolterstorff,mike scott,paul guay,michael king,bill oakes,william ross,ross albert,lynda gordon",penelope spheeris,"penelope spheeris,robert wolterstorff,mike scott,paul guay,stephen mazur",69.25330490923933
flubber,pg,60,True,83.0,80,flubber,False,movie,False,93,"comedy,family,sci-fi",5.3,97692,,,"wil wheaton,les mayfield,samuel w. taylor,john hughes,bill walsh,ricardo mestres,danny elfman,michael a. stevenson,nancy foy",les mayfield,"samuel w. taylor,john hughes,bill walsh",60.894801494080184
flubber,pg,60,True,83.0,80,flubber,False,tvepisode,False,30,"comedy,family",7.8,6,,,unknown,unknown,unknown,15.178099162631442
tarzan,g,35,True,95.0,80,tarzan,False,movie,False,88,"adventure,animation,comedy",7.3,260404,,,"tony goldwyn,brian blessed,alex d. linz,rosie o'donnell,chris buck,kevin lima,edgar rice burroughs,tab murphy,bob tzudiker,noni white,mark mancina,ruth lambert","chris buck,kevin lima","edgar rice burroughs,tab murphy,bob tzudiker,noni white,stephen j. anderson,mark kennedy,carole holliday,gaëtan brizzi,paul brizzi,don dougherty,ed gombert,randy haycock,don hall,kevin harkey,glen keane,burny mattinson,frank nissen,john norton,jeff snow,michael surrey,chris ure,mark walton,stevie wermers,kelly wightman,john ramirez",91.03095174963595
tarzan,g,35,True,95.0,80,tarzan,False,tvepisode,False,30,"comedy,family",7.8,6,,,unknown,unknown,unknown,15.178099162631442
the emperor's new groove,g,35,True,95.0,80,the emperor's new groove,False,movie,False,78,"adventure,animation,comedy",7.4,238976,,,"david spade,eartha kitt,patrick warburton,wendie malick,kellyann kelso,eli russell linnetz,stephen j. anderson,mark dindal,chris williams,david reynolds,randy fullmer,john debney,dave hartley,sting,pam ziegenhagen,ruth lambert,paul a. felix",mark dindal,"chris williams,mark dindal,david reynolds,stephen j. anderson,don hall,john norton,roger allers,matthew jacobs,doug frankel,mark kennedy,mark walton",91.64250718060173
lilo & stitch,pg,60,True,95.0,80,lilo & stitch,False,movie,False,85,"adventure,animation,comedy",7.4,232861,,,"daveigh chase,chris sanders,tia carrere,david ogden stiers,kevin mcdonald,zoe caldwell,jason scott lee,kevin michael richardson,susan hegarty,dean deblois,clark spencer,ruth lambert,paul a. felix","dean deblois,chris sanders","chris sanders,dean deblois",91.45068948980288
lilo & stitch,pg,60,True,95.0,80,lilo & stitch,False,tvepisode,False,30,"comedy,family",7.8,6,,,unknown,unknown,unknown,15.178099162631442
scooby-doo 2: monsters unleashed,pg,60,True,82.0,80,scooby-doo 2: monsters unleashed,False,movie,False,93,"adventure,comedy,family",5.3,69102,,,"freddie prinze jr.,sarah michelle gellar,matthew lillard,linda cardellini,neil fanning,pat o'brien,raja gosnell,william hanna,joseph barbera,james gunn,david newman",raja gosnell,"william hanna,joseph barbera,james gunn",59.05977314801318
the three musketeers,g,35,True,,82,the three musketeers,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
mickey's twice upon a christmas,g,35,True,,82,mickey's twice upon a christmas,False,video,False,68,"animation,comedy,family",6.4,6478,,,"wayne allwine,tony anselmo,tress macneille,russi taylor,matthew o'callaghan,theresa cullen,carole holliday,peggy holmes,bill motz,bob roth,chad fiveash,jamie thomason","matthew o'callaghan,theresa cullen,carole holliday,peggy holmes","bill motz,bob roth,peggy holmes,chad fiveash,james patrick stoteraux,matthew o'callaghan,shirley pierce,theresa cullen,jim peronto,carole holliday,michael shipley,jim bernstein,colin goldman,robin kingsland,ted osborne,al taliaferro",56.16845732127973
the pacifier,pg,60,True,91.0,80,the pacifier,False,movie,False,95,"action,comedy,drama",5.6,104258,,,"max thieriot,lauren graham,faith ford,chris potter,carol kane,morgan york,kegan hoover,adam shankman,thomas lennon,robert ben garant,john debney",adam shankman,"thomas lennon,robert ben garant",64.70594741447199
bee movie,pg,60,True,94.0,80,bee movie,False,movie,False,91,"adventure,animation,comedy",6.1,189756,,,"jerry seinfeld,patrick warburton,kathy bates,larry king,simon j. smith,steve hickner,spike feresten,barry marder,andy robin,rupert gregson-williams,nick fletcher","simon j. smith,steve hickner","jerry seinfeld,spike feresten,barry marder,andy robin,chuck martin,tom papa",74.13634746986043
bee movie,pg,60,True,94.0,80,bee movie,False,tvepisode,False,25,"documentary,short",7.8,6,,,"steve hickner,jerry seinfeld",unknown,unknown,15.178099162631442
kung fu panda,pg,60,True,91.0,80,kung fu panda,False,movie,False,92,"action,adventure,animation",7.6,553985,,,"ian mcshane,seth rogen,lucy liu,randall duk kim,james hong,mark osborne,john stevenson,jonathan aibel,glenn berger,ethan reiff,cyrus voris,melissa cobb,yong duk jhun,clare knight,raymond zibach","mark osborne,john stevenson","jonathan aibel,glenn berger,ethan reiff,cyrus voris,chris poche",100.50919967935509
kung fu panda,pg,60,True,91.0,80,kung fu panda,False,tvepisode,False,30,documentary,7.8,6,,,"melissa cobb,lucy liu,john stevenson",unknown,unknown,15.178099162631442
super why!,tv-y,10,True,68.0,80,super why!,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
