title,rating,ratingDescription,release year,user rating score,user rating size,title_normalized,is_top_1000,titleType,isAdult,runtimeMinutes,genres,averageRating,numVotes,seasonNumber,episodeNumber,actors_list,directors_names,writers_names,success_score
hannah montana: the movie,g,35,True,56.0,80,hannah montana: the movie,False,movie,False,102,"comedy,drama,family",4.7,47508,,,"miley cyrus,emily osment,billy ray cyrus,jason earles,mitchel musso,lucas till,peter gunn,peter chelsom,dan berendsen,michael poryes,richard correll,barry o'brien,alfred gough,miles millar,john debney,david moritz",peter chelsom,"dan berendsen,michael poryes,richard correll,barry o'brien",50.612769895067636
hannah montana: the movie,g,35,True,56.0,80,hannah montana: the movie,False,tvepisode,False,30,"comedy,family,short",7.8,6,1,8,"genevieve hannelius,emily osment,lucas till,brian alexander,art spigel",unknown,"brian alexander,art spigel",15.178099162631442
friday night lights,tv-pg,70,True,81.0,80,friday night lights,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
starstruck,tv-g,35,True,,82,starstruck,False,tvmovie,False,90,"comedy,family,music",6.1,18521,,,"sterling knight,danielle campbell,chelsea kane,abbie cobb,michael grossman,barbara johns,annie deyoung",michael grossman,"barbara johns,annie deyoung",59.942958411754304
starstruck,tv-g,35,True,,82,starstruck,False,tvepisode,False,3,unknown,7.8,6,,,"derek conley,brett d. jones",derek conley,"derek conley,brett d. jones",15.178099162631442
mean girls 2,pg-13,80,True,,82,mean girls 2,False,tvmovie,False,96,"comedy,drama",4.1,26774,,,"meaghan martin,dan coleman,claire holt,colin dennard,maiara walsh,nicole gale anderson,melanie mayron,cliff ruby,elana lesser,allison schroeder,brian lapin,transcenders,harriet greenspan",melanie mayron,"cliff ruby,elana lesser,allison schroeder,rosalind wiseman",41.800417970795394
that '70s show,tv-14,90,True,89.0,80,that '70s show,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
heartland,tv-pg,70,True,85.0,80,heartland,False,tvepisode,False,30,documentary,7.8,6,1,2,unknown,unknown,unknown,15.178099162631442
heartland,tv-pg,70,True,85.0,80,heartland,False,tvmovie,False,84,drama,7.8,6,,,"k rajagopal,daren shiau,jean tay,fahmy riza",k rajagopal,"daren shiau,jean tay",15.178099162631442
switched at birth,tv-14,90,True,83.0,80,switched at birth,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
hart of dixie,tv-pg,70,True,81.0,80,hart of dixie,False,tvepisode,False,42,talk-show,7.8,6,5,86,"wendy williams,debbie miller",debbie miller,unknown,15.178099162631442
safe haven,pg-13,80,True,62.0,80,safe haven,False,movie,False,115,"drama,romance,thriller",6.7,119284,,,"julianne hough,josh duhamel,cobie smulders,david lyons,irene ziegler,jon kohler,tim parati,giulia pagano,juan piedrahita,red west,lasse hallström,dana stevens,gage lansky,nicholas sparks,deborah lurie,terry stacey,rich mento",lasse hallström,"dana stevens,gage lansky,nicholas sparks",78.31811480712985
safe haven,pg-13,80,True,62.0,80,safe haven,False,short,False,9,"documentary,short",7.8,6,,,"wayde foss,roma l. gillis,tom harvey,doug reid,cathy stead,kira charron,drew mclean","kira charron,drew mclean",unknown,15.178099162631442
safe haven,pg-13,80,True,62.0,80,safe haven,False,tvepisode,False,30,documentary,7.8,6,7,11,unknown,unknown,unknown,15.178099162631442
the night shift,tv-14,90,True,93.0,80,the night shift,False,video,False,18,"drama,sci-fi,short",7.8,6,,,"hayley goldstein,dan mcnamara,sean nash,boston rush freeman,adam gold,shannon shoeman,kirsten royston",adam gold,adam gold,15.178099162631442
the night shift,tv-14,90,True,93.0,80,the night shift,False,tvepisode,False,30,"documentary,reality-tv",8.0,12,1,8,unknown,unknown,unknown,20.519594859692294
the night shift,tv-14,90,True,93.0,80,the night shift,False,short,False,14,"documentary,short",7.8,6,,,"meagan billy,tayo odesanya",tayo odesanya,unknown,15.178099162631442
reign,tv-14,90,True,79.0,80,reign,False,movie,False,70,drama,7.0,26,,,"jordan todosey,corina bizim,kyal legend,rudy novak,corey misquita,yusuf alvi,kyle dunbar,kristina mitskopoulos",corey misquita,corey misquita,23.070858062030304
fuller house,tv-g,35,True,90.0,80,fuller house,False,tvepisode,False,30,talk-show,7.8,6,3,3,"beth elderkin,tim sampson","beth elderkin,tim sampson","beth elderkin,tim sampson",15.178099162631442
fuller house,tv-g,35,True,90.0,80,fuller house,False,tvseries,False,30,"comedy,drama,family",6.7,30486,,,"candace cameron bure,jodie sweetin,dashiell messitt,fox messitt,andrea barber,michael campion,elias harger,soni bringas,juan pablo di pace,scott weinger,jeff franklin","richard correll,dave coulier,mark cendrowski,katy garretson,jeff franklin,jody margolin hahn,christian jensen,candace cameron bure,joanna kerns,joel zwick,lynn m. mccracken,rob schiller,eric dean seaton,phill lewis,jean sagal,kimberly mccullough,linda mendoza,jodie sweetin","jeff franklin,eydie faye,kate spurgeon,will griffin,nick fascitelli,polina diaz,joe vargas,steve baldikoski,bryan behar,amy engelberg,wendy engelberg,bob keyes,doug keyes,boyd hale,maria a. brown,marsh mccall,david a. arnold,john d. beck,ron hart,andrew gottlieb,julie thacker-scully,jerry collins,taylor friedman,linda videtti figueiredo,jordana arkin,erin cardillo,nancy cohen,dave coulier,richard keith,brian mcauley,craig shoemaker,kellie r. griffin,alisha ketry,meg deloatch,andrea barber,beth crudele,katie gault,jeffrey silverstein",69.17787280291212
gilmore girls: a year in the life,tv-14,90,True,77.0,80,gilmore girls: a year in the life,False,tvminiseries,False,93,"comedy,drama",7.5,47989,,,"lauren graham,alexis bledel,scott patterson,kelly bishop,rose abdoo,keiko agena,matt czuchry,yanic truesdale,amy sherman-palladino","daniel palladino,amy sherman-palladino","amy sherman-palladino,daniel palladino",80.84060951139219
gabriel lglesias: i‰ûªm sorry for what i said when i was hungry,tv-14,90,True,84.0,80,gabriel lglesias: i‰ûªm sorry for what i said when i was hungry,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the wedding planner,pg-13,80,True,,82,the wedding planner,False,movie,False,103,"comedy,romance",5.4,90420,,,"matthew mcconaughey,justin chambers,alex rocco,joanna gleason,charles kimbrough,adam shankman,pamela falk,michael ellis,mervyn warren,mary gail artz,barbara cohen",adam shankman,"pamela falk,michael ellis",61.62605182955277
the wedding planner,pg-13,80,True,,82,the wedding planner,False,tvepisode,False,30,talk-show,7.8,6,2,5,unknown,unknown,unknown,15.178099162631442
blow,r,100,True,78.0,80,blow,True,movie,False,124,"biography,crime,drama",7.5,282536,,,"franka potente,rachel griffiths,jordi mollà,ted demme,bruce porter,david mckenna,nick cassavetes,denis leary,joel stillerman,kurt clements",ted demme,"bruce porter,david mckenna,nick cassavetes",94.13673595832765
blow,r,100,True,78.0,80,blow,True,tvepisode,False,30,talk-show,7.8,6,2,4,unknown,unknown,unknown,15.178099162631442
high school musical,tv-g,35,True,64.0,80,high school musical,False,tvmovie,False,98,"comedy,drama,family",5.6,101565,,,"ashley tisdale,lucas grabeel,corbin bleu,monique coleman,bart johnson,alyson reed,olesya rulin,kenny ortega,peter barsocchini,gordon lonsdale,natalie hart,jeff johnson",kenny ortega,peter barsocchini,64.55939902972487
bones,tv-14,90,True,97.0,80,bones,False,tvepisode,False,30,horror,7.8,6,1,28,unknown,unknown,unknown,15.178099162631442
law & order: special victims unit,tv-14,90,True,97.0,80,law & order: special victims unit,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
ncis,tv-14,90,True,97.0,80,ncis,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
army wives,tv-14,90,True,61.0,80,army wives,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
private practice,tv-14,90,True,88.0,80,private practice,False,video,True,37,"adult,short",7.8,6,,,campbell stevens,unknown,unknown,15.178099162631442
revenge,tv-pg,70,True,84.0,80,revenge,False,tvepisode,False,30,documentary,7.8,6,1,6,unknown,unknown,unknown,15.178099162631442
revenge,tv-pg,70,True,84.0,80,revenge,False,movie,False,100,"drama,thriller",5.7,708,,,"helene bergsholm,maria bock,siren jørgensen,rakel hamre,kine bortheim jentoft,bjørn terje berdal,frida stubhaug gamlestøl,kjersti steinsbø,ingvar ambjørnsen,kristine knudsen,anna myking,ingvild ulset,cecilie de lange",kjersti steinsbø,"ingvar ambjørnsen,kjersti steinsbø",37.41397650123313
revenge,tv-pg,70,True,84.0,80,revenge,False,short,False,2,"drama,short",7.8,6,,,"rebecca tun,timur atalay,lucas witting",timur atalay,timur atalay,15.178099162631442
revenge,tv-pg,70,True,84.0,80,revenge,False,tvminiseries,False,30,action,7.8,6,,,unknown,jassim alharban,"wadha alharban,fawaz baqer",15.178099162631442
scandal,tv-14,90,True,92.0,80,scandal,False,tvepisode,False,30,drama,7.8,6,2,17,"michael selditch,shari ortner middleman",michael selditch,shari ortner middleman,15.178099162631442
magic mike,r,100,True,77.0,80,magic mike,False,movie,False,110,"comedy,drama,music",6.1,150502,,,"alex pettyfer,matthew mcconaughey,james martin kelly,cody horn,reid carolin,avery bigelow,micaela johnson,steven soderbergh,nick wechsler,carmen cuba",steven soderbergh,reid carolin,72.722603608816
magic mike,r,100,True,77.0,80,magic mike,False,tvepisode,False,42,talk-show,7.8,6,,,"wendy williams,sue simmons,debbie miller",debbie miller,unknown,15.178099162631442
trouble with the curve,pg-13,80,True,63.0,80,trouble with the curve,False,movie,False,111,"drama,romance,sport",6.8,70744,,,"raymond anthony thomas,clifton guterman,carla fisher,robert lorenz,randy brown,michele weisler",robert lorenz,randy brown,75.93449256308436
trouble with the curve,pg-13,80,True,63.0,80,trouble with the curve,False,tvepisode,False,30,news,7.8,6,1,89,"leonard maltin,brett dahlenburg",unknown,"brett dahlenburg,leonard maltin",15.178099162631442
home,pg,60,True,94.0,80,home,False,short,False,9,short,7.8,6,,,"josh boggs,sage corradini,ian kairos,cole bannick,caden haataja",cole bannick,cole bannick,15.178099162631442
home,pg,60,True,94.0,80,home,False,tvepisode,False,30,"action,adventure,animation",7.8,6,1,25,unknown,unknown,unknown,15.178099162631442
home,pg,60,True,94.0,80,home,False,movie,False,94,"adventure,animation,comedy",6.5,116969,,,"jim parsons,rihanna,matt jones,april lawrence,lisa stewart,tim johnson,tom j. astle,matt ember,adam rex,christopher jenkins,stargate,nick fletcher",tim johnson,"tom j. astle,matt ember,adam rex",75.85287300919089
home,pg,60,True,94.0,80,home,False,tvshort,False,4,"biography,documentary,drama",7.8,6,,,dominic dimaria,dominic dimaria,unknown,15.178099162631442
home,pg,60,True,94.0,80,home,False,short,False,4,"drama,short",7.8,6,,,"catherine carpenter,ben ducker",ben ducker,unknown,15.178099162631442
skin wars,tv-14,90,True,69.0,80,skin wars,False,tvepisode,False,42,talk-show,7.8,6,8,134,"wendy williams,debbie miller",debbie miller,unknown,15.178099162631442
felipe neto: my life makes no sense,tv-ma,110,True,,82,felipe neto: my life makes no sense,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
lost,tv-14,90,True,98.0,80,lost,False,tvepisode,False,44,"drama,sci-fi",7.6,799,1,15,"louis ferreira,david blue,sean blakemore,william macdonald,rohn schmidt,brad wright,robert c. cooper,martin gero,rick martin",rohn schmidt,"brad wright,robert c. cooper,martin gero,roland emmerich,dean devlin",50.80304913027624
lost,tv-14,90,True,98.0,80,lost,False,video,True,145,adult,7.1,23,,,kathryn annelle,kathryn annelle,unknown,22.564182195470412
lost,tv-14,90,True,98.0,80,lost,False,tvseries,False,30,drama,7.8,6,,,unknown,rama ghavidel,unknown,15.178099162631442
lost,tv-14,90,True,98.0,80,lost,False,short,False,8,short,9.4,16,,,"john herkenrath,stephane leonard,claudio pfeifer",stephane leonard,"stephane leonard,claudio pfeifer",26.632205434128434
weeds,tv-ma,110,True,85.0,80,weeds,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the tudors,tv-ma,110,True,,82,the tudors,False,tvepisode,False,51,documentary,8.4,10,1,4,james gray,james gray,unknown,20.142320291506316
lie to me,tv-14,90,True,89.0,80,lie to me,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
charmed,tv-pg,70,True,90.0,80,charmed,False,tvepisode,False,30,"animation,comedy",7.8,6,2,8,"maría fernanda morales,gerardo reyero,juan carlos castellanos,armando gracia",unknown,"juan carlos castellanos,armando gracia",15.178099162631442
white collar,tv-pg,70,True,93.0,80,white collar,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
house of cards,tv-ma,110,True,91.0,80,house of cards,False,tvepisode,False,42,"crime,mystery,reality-tv",9.0,23,15,22,unknown,unknown,unknown,28.60248447313151
the killing,tv-14,90,True,73.0,80,the killing,True,short,False,4,"crime,drama,short",7.8,6,,,blake simon,blake simon,blake simon,15.178099162631442
unconditional,pg-13,80,True,,82,unconditional,False,movie,False,92,"biography,crime,drama",7.0,5050,,,"diego klattenhoff,cedric pendleton,emily rollins,danielle lewis,brent mccorkle,jason atkins,j. wesley legg",brent mccorkle,brent mccorkle,59.69139065727637
unconditional,pg-13,80,True,,82,unconditional,False,short,False,8,"drama,romance,short",7.8,6,,,"adam james,katie pavao,trevor merrill,desmond clark",trevor merrill,"jerry ayala,trevor merrill,thomas truax",15.178099162631442
unconditional,pg-13,80,True,,82,unconditional,False,video,False,4,"drama,mystery,romance",7.8,6,,,"aram bedrossian,keelin woodell,alexi papalexopoulos",alexi papalexopoulos,alexi papalexopoulos,15.178099162631442
the blacklist,tv-14,90,True,96.0,80,the blacklist,False,tvepisode,False,30,talk-show,8.6,11,2,2,mantis khiralla,unknown,mantis khiralla,21.370197188176803
the fosters,tv-14,90,True,73.0,80,the fosters,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
witches of east end,tv-14,90,True,,82,witches of east end,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
bitten,tv-ma,110,True,56.0,80,bitten,False,short,False,30,"horror,short",7.8,6,,,"bryson bond,emily c. jones,orion phillips ii,christian taylor phillips",christian taylor phillips,"emily c. jones,orion phillips ii",15.178099162631442
bitten,tv-ma,110,True,56.0,80,bitten,False,tvepisode,False,42,reality-tv,7.8,6,1,5,unknown,unknown,unknown,15.178099162631442
london has fallen,r,100,True,96.0,80,london has fallen,False,movie,False,99,"action,thriller",5.9,176136,,,"morgan freeman,angela bassett,alon aboutboul,waleed zuaiter,martin petrushev,babak najafi,creighton rothenberger,katrin benedikt,christian gudegast,chad st. john,matthew o'toole,trevor morris,paul martin smith,joel collins",babak najafi,"creighton rothenberger,katrin benedikt,christian gudegast,chad st. john,seth m. sherwood",71.26620254381702
london has fallen,r,100,True,96.0,80,london has fallen,False,tvepisode,False,30,documentary,7.8,6,10,21,david freydt,david freydt,unknown,15.178099162631442
marvel's jessica jones,tv-ma,110,True,83.0,80,marvel's jessica jones,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
bloodline,tv-ma,110,True,,82,bloodline,False,movie,False,30,unknown,7.8,6,,,jenny beverly,unknown,unknown,15.178099162631442
bloodline,tv-ma,110,True,,82,bloodline,False,tvepisode,False,42,"crime,mystery,reality-tv",8.2,28,15,19,unknown,unknown,unknown,27.611825805889087
bloodline,tv-ma,110,True,,82,bloodline,False,short,False,8,"comedy,short",7.8,6,,,"alondra benitez,jose balistrieri,ari devriend,cassidy mitchell,evan morgan jones,gian caballero,dadyar vakili,kristine kirchmeier",evan morgan jones,"gian caballero,dadyar vakili",15.178099162631442
bloodline,tv-ma,110,True,,82,bloodline,False,tvmovie,False,30,drama,7.8,6,,,"jessie b. evans,jamia farrell,david gamble,george graham,le'ayre horton,leslie juarez,eric satisky,kara daley",jessie b. evans,unknown,15.178099162631442
velvet,tv-14,90,True,,82,velvet,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the crown,tv-ma,110,True,84.0,80,the crown,False,tvseries,False,60,"biography,drama,history",8.6,271285,,,"matt smith,tobias menzies,charles edwards,vanessa kirby,marion bailey,peter morgan","benjamin caron,philip martin,christian schwochow,jessica hobbs,stephen daldry,julian jarrold,may el-toukhy,alex gabassi,erik richter strand,paul whittington,philippa lowthorpe,samuel donovan","peter morgan,jonathan wilson,edward hemming,daniel marc janes,meriel sheibani-clare,laura deeley,jon brittain,tom edge,nick payne,duncan macmillan,amy jenkins,james graham,david hancock,malcolm mcgonigle",107.5939884877502
the crown,tv-ma,110,True,84.0,80,the crown,False,short,False,2,"animation,short",7.8,6,,,"alex temple-marsh,matt tyzack,yoon duck kim,soon cheon no",yoon duck kim,soon cheon no,15.178099162631442
the crown,tv-ma,110,True,84.0,80,the crown,False,tvepisode,False,30,comedy,7.8,6,2,8,nathaniel avila,nathaniel avila,nathaniel avila,15.178099162631442
kurt seyit & sura,tv-14,90,True,,82,kurt seyit & sura,False,tvseries,False,90,"drama,history,romance",7.2,4692,,,"kivanç tatlitug,melisa pamuk,ushan çakir","hakan inan,hilal saral","nermin bezmen,ece yörenç,melek gençoglu",60.867556673719804
the returned,tv-14,90,True,,82,the returned,False,tvseries,False,42,"drama,fantasy,horror",7.0,12331,,,"kevin alejandro,india ennenga,sandrine holt,mark pellegrino,mat vairo,carlton cuse","jennifer getzinger,charles martin,deran sarafian,stephen williams,keith gordon,vincenzo natali","fabien adda,robin campillo,emmanuel carrère,carlton cuse,fabrice gobert,catherine hoffmann,nicolas peufaillit,brigitte tijou,raelle tucker,graham roland,regina corrado,bronwyn garrity,gianna sobol",65.93966952304228
the returned,tv-14,90,True,,82,the returned,False,tvepisode,False,30,"comedy,fantasy,horror",7.8,6,2,3,"jake reed,lucy rose","jake reed,lucy rose",unknown,15.178099162631442
the girl in the book,tv-ma,110,True,,82,the girl in the book,False,movie,False,86,drama,6.1,4779,,,"emily vancamp,courtney daniels,jordan lage,ana mulvoy ten,talia balsam,joel van liew,jon norman schneider,marya cohn,gina resnick,lisa zagoria",marya cohn,marya cohn,51.68039453546156
quantico,tv-14,90,True,88.0,80,quantico,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
100 metros,tv-ma,110,True,,82,100 metros,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
dexter,tv-ma,110,True,95.0,80,dexter,False,tvepisode,False,23,"short,talk-show",5.9,25,1,3,"scott buck,sara colleton,wendy west,manny coto,michael c. hall",unknown,unknown,19.222769574326747
leverage,tv-pg,70,True,86.0,80,leverage,False,video,True,30,adult,2.9,37,,,robby d.,robby d.,unknown,10.548999863206518
burn notice,tv-14,90,True,85.0,80,burn notice,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
luther,tv-14,90,True,69.0,80,luther,False,short,False,16,"drama,short",7.8,6,,,"paul sablan sauget,julius santos,justin baldovino,brian muna,anton ngata,myracle mugol","justin baldovino,brian muna,anton ngata","justin baldovino,brian muna,anton ngata",15.178099162631442
luther,tv-14,90,True,69.0,80,luther,False,tvminiseries,False,30,"comedy,thriller",7.1,12,,,"patra archie,louisa faye,melissa cavaliere",derek jeremiah reid,derek jeremiah reid,18.21114043797691
hawaii five-0,tv-14,90,True,96.0,80,hawaii five-0,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
last man standing,tv-pg,70,True,97.0,80,last man standing,False,movie,False,47,comedy,6.8,7,,,"david pustansky,tara dowd,lisa bird,fleur nicholas,lucy hoult,sarah crake,hayley woodland,sally beaumont",david pustansky,david pustansky,14.140202483422883
last man standing,tv-pg,70,True,97.0,80,last man standing,False,short,False,30,"horror,short",7.8,6,,,dekker dreyer,dekker dreyer,dekker dreyer,15.178099162631442
person of interest,tv-14,90,True,93.0,80,person of interest,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
touch,tv-14,90,True,68.0,80,touch,False,tvseries,False,43,"drama,mystery,sci-fi",7.3,43758,,,"david mazouz,saxon sharbino,roxana brusso,tim kring","nelson mccormick,milan cheylov,michael waxman,adam kane,stephen williams,greg beeman,jon cassar,tucker gates,gwyneth horder-payton,francis lawrence,ian toynton,matt earl beesley,sanford bookstaver,roxann dawson,seith mann","tim kring,carol barbee,rob fresco,melinda hsu,robert levine,chris levinson,brynn malone,barry o'brien,zach craley,jonathan i. kidd,sonya winton,david eick,jennifer johnson,karyn usher",78.01110386988091
touch,tv-14,90,True,68.0,80,touch,False,short,False,9,"drama,short",6.6,5,,,william stewart,william stewart,"leah alexandra macdonald,william stewart",11.825612496905162
touch,tv-14,90,True,68.0,80,touch,False,tvepisode,False,30,"comedy,drama",7.8,6,3,18,"stanislava buevich,craig ford","stanislava buevich,craig ford",unknown,15.178099162631442
touch,tv-14,90,True,68.0,80,touch,False,movie,False,99,drama,6.7,18,,,"byung-hun min,sung-jin mo",byung-hun min,byung-hun min,19.72774116041515
breakout kings,tv-14,90,True,88.0,80,breakout kings,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the following,tv-14,90,True,,82,the following,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
"drugs, inc.",tv-14,90,True,,82,"drugs, inc.",False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
longmire,tv-14,90,True,92.0,80,longmire,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
ripper street,tv-ma,110,True,,82,ripper street,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the fall,tv-ma,110,True,61.0,80,the fall,True,tvepisode,False,30,documentary,7.8,6,1,3,unknown,unknown,unknown,15.178099162631442
the fall,tv-ma,110,True,61.0,80,the fall,True,short,False,21,"horror,short,thriller",7.8,6,,,"ina de winne,luc loots,cleo raymaekers,matthias de bondt,gary de cart,jerome bartholomeüs,janne bertouille",matthias de bondt,unknown,15.178099162631442
the fall,tv-ma,110,True,61.0,80,the fall,True,movie,False,90,"biography,documentary,history",7.8,222,,,"zola budd,kyle keiderling,mary decker slaney,richard slaney,daniel gordon,karen emsley,matt wyllie",daniel gordon,unknown,42.17593981738893
death in paradise,tv-14,90,True,77.0,80,death in paradise,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
marvel's agents of s.h.i.e.l.d.,tv-pg,70,True,89.0,80,marvel's agents of s.h.i.e.l.d.,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
crossing lines,tv-14,90,True,66.0,80,crossing lines,False,tvepisode,False,30,"drama,mystery,sci-fi",6.6,292,1,3,"jesse carere,michael mcgowan,malcolm macrury",michael mcgowan,"michael mcgowan,malcolm macrury",37.489139219512644
the honorable woman,tv-ma,110,True,,82,the honorable woman,False,tvminiseries,False,58,"drama,thriller",7.9,11881,,,"eve best,genevieve o'reilly",hugo blick,hugo blick,74.12396143843392
transporter: the series,tv-ma,110,True,,82,transporter: the series,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
gotham,tv-14,90,True,85.0,80,gotham,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
american odyssey,tv-14,90,True,,82,american odyssey,False,tvseries,False,60,"action,drama,thriller",7.3,6382,,,"peter facinelli,jake robinson,omar ghazaoui,sadie sink,adam armus,nora kay foster,peter horton","jon jones,rod lurie,jamie payne,peter horton,clark johnson","adam armus,nora kay foster,peter horton,andrea ciannavei,bill kennedy,arika lisanne mittman,jace richdale,julia ruchman,dahvi waller",63.95817244236922
aquarius,tv-ma,110,True,,82,aquarius,False,tvseries,False,42,"biography,crime,drama",7.0,13834,,,"david duchovny,gethin anthony,claire holt,michaela mcmanus,whitney noble,john mcnamara","jonas pate,michael zinberg,jon amiel,nelson mccormick,timothy busfield,john dahl,roxann dawson,lukas ettlin,michael offer,michael waxman,david boyd,james l. conway,david duchovny,timothy a. good","john mcnamara,rafael yglesias,alexandra cunningham,sera gamble,david reed,mike sheehan,mike moore",66.74469824554718
hap and leonard,tv-ma,110,True,57.0,80,hap and leonard,False,tvseries,False,60,"crime,drama,mystery",7.6,8557,,,"james purefoy,tiffany mack,cranston johnson,douglas m. griffin,evan gamble,jimmi simpson,christina hendricks,nick damici,jim mickle","jim mickle,abe sylvia,nick gomez,maurice marable,tim southam,michael katleman","nick damici,joe r. lansdale,jim mickle,patricia ione lloyd,john wirth,abe sylvia,e.l. katz,pam veasey",68.8151256570234
rosewood,tv-14,90,True,81.0,80,rosewood,False,short,False,30,"drama,short",7.8,6,,,"michael anthony dinuzzo,kim h. howard,kryzz gautier,joseph mead",kryzz gautier,"kryzz gautier,joseph mead",15.178099162631442
rosewood,tv-14,90,True,81.0,80,rosewood,False,tvseries,False,42,"crime,drama,mystery",6.7,9501,,,"jaina lee ortiz,anna konkle,lorraine toussaint,todd harthan","james roday rodriguez,eric laneuville,milan cheylov,deran sarafian,david crabtree,vahan moosekian,millicent shelton,michael zinberg,ian toynton,timothy busfield,eriq la salle,terrence o'hara,richard shepard,sarah pia anderson,roxann dawson,kenneth fink,cherie nowlan,david rodriguez,oz scott,david solomon,david straiton,hanelle m. culpepper,gregg simon,kelli williams","todd harthan,diana mendez,marqui jackson,jameal turner,lisa morales,andy berman,evan bleiweiss,marc halsey,d.m. harring,nkechi okoro carroll,melissa scrivner-love,eli attie,jake zebede,john sotos,megan i. mcnamara,michael notarile",61.367025797704
limitless,tv-14,90,True,84.0,80,limitless,False,tvepisode,False,30,drama,7.8,6,5,9,"bryan james,carolyn hennesy,kaiser johnson",bryan james,bryan james,15.178099162631442
travelers,tv-ma,110,True,86.0,80,travelers,False,tvepisode,False,59,"drama,sci-fi,thriller",8.1,2061,2,3,"rupert evans,luke kleintank,joel de la fuente,callum keith rennie,daniel sackheim,philip k. dick,frank spotnitz,erik oleson,mark c. baldwin",daniel sackheim,"philip k. dick,frank spotnitz,erik oleson",61.81459648307293
travelers,tv-ma,110,True,86.0,80,travelers,False,tvseries,False,45,"drama,mystery,sci-fi",8.0,69236,,,"eric mccormack,mackenzie porter,jared abrahamson,reilly dolman,patrick gilmore,leah cairns,j. alex brinson,jennifer spence,brad wright","andy mikita,amanda tapping,william waring,helen shaver,martin wood,eric mccormack,nick hurran,bryan c. knight","brad wright,ashley park,pat smith,jason whiting,ken kabatoff,s.b. edwards,tara armstrong,mika collins,rebecca hales,gillian muller,amanda ann smith,heath affolter",89.16232544636124
the doctor blake mysteries,tv-ma,110,True,57.0,80,the doctor blake mysteries,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
i.t,nr,124,True,,82,i.t,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
the west wing,tv-14,90,True,79.0,80,the west wing,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
blue bloods,tv-14,90,True,95.0,80,blue bloods,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
forensic files,tv-14,90,True,88.0,80,forensic files,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
rectify,tv-14,90,True,,82,rectify,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
american crime,tv-14,90,True,,82,american crime,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
madam secretary,tv-14,90,True,70.0,80,madam secretary,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
american crime story: the people v. o.j. simpson,tv-ma,110,True,79.0,80,american crime story: the people v. o.j. simpson,False,unknown,True,,unknown,7.2,791,,,unknown,unknown,unknown,48.056842021063865
