tconst	directors	writers
tt0845041	nm0249892	\N
tt0845350	\N	\N
tt0846339	nm0288144	nm0041003
tt0846378	\N	\N
tt0847993	nm0571739	nm0000341,nm0312565,nm2069906
tt0850928	\N	\N
tt0852863	nm1471248,nm0597671,nm1083610,nm0693933,nm0674919,nm0868201,nm5971922,nm5229803,nm0550578,nm1684310,nm3055366,nm0129219	nm0550578,nm0693933,nm0677394,nm0647961,nm3055366,nm1684615,nm3408251,nm1993954,nm0963343,nm0225876,nm1507229,nm1252700,nm0310929,nm0678530,nm2432527,nm2956436,nm1623901,nm0579668,nm1103040,nm0444716,nm1095881,nm0597671,nm1226489,nm2994406,nm2352830,nm13509260,nm11501268,nm4818688,nm1470322,nm1246217,nm1781824,nm1471248,nm0590446,nm1220133,nm1044100,nm1697487,nm0591741,nm1591041,nm6398049,nm0372198,nm1303989,nm0651692,nm3454304,nm2979022,nm1691845,nm1327303,nm0609600,nm0744793,nm0752728,nm1915692,nm2325798,nm2423397,nm0444054,nm2120984,nm2287036,nm0893358,nm0074723,nm3833225,nm3094054,nm0565119,nm3096205,nm0329207,nm3663522,nm0854060,nm1174959,nm6177587,nm2979675,nm0396317,nm0616742,nm1112843,nm0511541,nm0000184,nm3026724,nm7049196,nm0274319,nm1083610
tt0853538	nm1016044,nm0822177,nm1187019	nm1709394,nm0028380,nm1453981,nm1197318
tt0855614	nm1851753,nm1471303	nm1851753,nm1471303
tt0857322	nm1672089	\N
tt0857323	nm2380289	nm2380289,nm1813729
tt0857388	nm2151089	nm2151089
tt0858311	nm0001165	nm0717550,nm0903456,nm1964417,nm2860573
tt0859452	nm0400480	nm0020054,nm1135686,nm0400480,nm1097767,nm0551574,nm0837917,nm0877642
tt0859592	nm0470971,nm0818237,nm0005088,nm0672562,nm0235852,nm0115500,nm0509183,nm0524984,nm0855613,nm0449957,nm0013889,nm0506130,nm0573658,nm0350455,nm0563039,nm0578162,nm0485878,nm0606845,nm0921464,nm0616254,nm1734368,nm1123335,nm0004627,nm0950226,nm0006853,nm0571739,nm0894225,nm0215123,nm0440105,nm0283816,nm0707104,nm1270534,nm0000739,nm0005559	nm0297545,nm2682427,nm1017873,nm1044098,nm1362049,nm2069906,nm0822505,nm0956678,nm3513608,nm0285975,nm2027168,nm2024486,nm0822460,nm0309087,nm0578536,nm1412937,nm0424934,nm0821417,nm0169288,nm0355329,nm0857904,nm2749238,nm3540887,nm2711410,nm0489539,nm1339659,nm0745430,nm1053496,nm0103928,nm0335411,nm1122793,nm2051672,nm3044921,nm0640847,nm0643315,nm0646928,nm3595746,nm1347561,nm3807846,nm0493855,nm5606221,nm3341741
tt0859789	nm0625651	\N
tt0860230	nm0737517	nm0796950,nm0795975,nm0332184,nm0587692,nm1313038,nm0677048,nm0564827
tt0860554	nm1991346	nm8063341
tt0862272	nm0000776	nm0467193
tt0864723	nm1650297	\N
tt0866639	nm0203712,nm0495361,nm0030365,nm0104172,nm0285998	nm0100862,nm0161427,nm0176990,nm0352555,nm0658388,nm0687090
tt0868193	\N	nm0717685,nm1480455
tt0868966	nm0200973	nm0200973,nm0450170,nm0697130
tt0869112	nm0411413	nm1054826
tt0875824	nm1058339	nm0471233
tt0875864	\N	\N
tt0875963	\N	\N
tt0876707	nm0003474	nm0152638
tt0876752	\N	\N
tt0876762	\N	\N
tt0876768	\N	nm0725983
tt0877057	nm2013928,nm1562522,nm2408470,nm2160454,nm2423816,nm3079478,nm3253930,nm3047952,nm2516860,nm2000184,nm3529585,nm1743321,nm4823781,nm2130447,nm8332028,nm2913267,nm2014132,nm1996985,nm1841039,nm1475082,nm1063649	nm1981275,nm0409323,nm2423816,nm1639992,nm1761126,nm1316290,nm2174097
tt0882666	nm0606807	nm0169133
tt0883309	nm0019665,nm0420619,nm0546153,nm0801019,nm0934912	nm2361509,nm1548597
tt0883976	nm1134812	nm2403071,nm0606686,nm0695080,nm0697130,nm2399346,nm1057770
tt0884419	nm0395031	nm0071275,nm0528480,nm2436273,nm0894890
tt0885786	nm0777413	nm0990902
tt0886956	\N	\N
tt0887159	\N	\N
tt0887445	nm1039491,nm1556087	nm0988620,nm5497062,nm1237528
tt0889906	nm0178168	nm0591208,nm0505384
tt0890892	nm0053399	nm1567310
tt0890904	nm0149548	nm0731615
tt0893325	nm2442500	nm2442500
tt0894129	nm0039477	nm0734164,nm0070807
tt0894157	\N	nm0690008
tt0896811	nm0064961	nm0064961,nm2446150
tt0897178	nm1925300	nm1764804,nm1729626
tt0897945	nm0192188,nm0322560,nm0707597,nm0721676	nm0270317
tt0898092	nm0606835	nm1933857
tt0898926	nm1633026	nm1633026,nm1633086
tt0901304	nm0386850	nm0832723
tt0901924	nm0681739	nm0790503
tt0902185	\N	nm1423292
tt0902688	\N	nm9606738
tt0902697	\N	\N
tt0903280	nm0192463,nm0227486,nm0248119,nm0324426,nm0942185	nm1548597
tt0903747	nm0533713,nm0002835,nm0319213,nm0118778,nm0806252,nm0186505,nm0568192,nm0719307,nm0426059,nm0934525,nm0332467,nm0110644,nm0400486,nm0006853,nm0570995,nm0008971,nm0001093,nm0258066,nm0354024,nm0575389,nm0793062,nm1720541,nm2297407,nm1041475,nm1028558	nm0319213,nm0332467,nm2297407,nm1028558,nm0909124,nm1041475,nm1112464,nm0793062,nm3755126,nm0510937
tt0904208	nm1204568,nm0002835,nm0001093,nm0294505,nm0499724,nm0000141,nm0542960,nm0934525,nm0915920,nm0394280,nm0926526,nm1994243,nm0003163,nm0501185,nm0239977,nm0440458,nm0565063,nm0000166,nm0791381,nm0000655	nm1093513,nm0268915,nm3219272,nm2629256,nm2253976,nm0918111,nm3056663,nm0573185,nm1334994,nm0245736,nm1429362
tt0904329	nm2772291,nm0131540	nm0197960,nm0533882
tt0904751	nm0285998	nm2222074
tt0905031	nm1409126	nm0656181,nm2451196
tt0906779	nm1615020	nm1615020
tt0907051	\N	\N
tt0910908	nm0847386,nm0557947	nm0367238,nm0456017
tt0911003	nm1466077	nm1466077
tt0911240	nm2465001	nm2433914
tt0912980	\N	nm0485268
tt0914432	nm0553077	nm0102250,nm0227481,nm9765242,nm0991378
tt0916950	nm0002573	nm1121908,nm1818167,nm2369919
tt0917665	nm1738707	\N
tt0917854	nm0662053	nm0863192,nm0357725
tt0921239	\N	\N
tt0921912	nm0137520	nm0717685,nm0766440
tt0922171	nm0730355	nm0730355
tt0922465	nm1194101	nm1194101
tt0924022	nm2013928,nm3079478,nm1562522,nm2408470	nm2174097,nm1761126,nm0409323
tt0924669	nm1533398	nm2496316
tt0925420	nm0907835	nm3134723,nm0793291,nm1383479,nm1475934
tt0925444	nm0134113	nm0134113
tt0925677	nm1727367,nm1730037,nm1728099	nm1727367,nm1728099,nm1582493,nm1497393,nm0644022
tt0931598	nm0197819	nm0240812,nm0228947,nm0759168
tt0933474	\N	\N
tt0933640	nm0343687	nm0799026
tt0933774	\N	\N
tt0933927	\N	\N
tt0935581	nm0498061	nm0804842,nm0805824
tt0939415	nm1104344,nm0060775,nm1989572	\N
tt0941879	nm0174551	nm0174551
tt0942658	\N	nm0387506,nm0788845
tt0944814	nm0400958	nm2621677
tt0945150	nm0842830	nm0348198
tt0945152	nm0239291	nm0694015,nm0769507
tt0947025	nm1805278	nm1805278,nm0938326
tt0947082	nm2454016	nm2454016,nm2518660
tt0948216	nm0873541	nm0339995
tt0949107	nm0625065	nm0305228,nm0177074
tt0950020	\N	nm13411495,nm1729319
tt0950023	\N	nm13411495,nm1729319
tt0950026	\N	nm13411495,nm1729319
tt0950028	\N	nm13411495,nm1729319
tt0950038	\N	nm13411495,nm1729319
tt0950043	\N	nm13411495,nm1729319
tt0951440	nm0388505	nm0112335,nm0213127,nm0573732
tt0954751	nm0012523	nm0821786,nm0012523,nm0442109
tt0955597	nm2453788,nm2282696,nm0882585,nm0948893	nm0766199,nm2281202,nm1986735
tt0956180	nm2763662,nm0727348	\N
tt0956390	nm0793712	nm1463923,nm1062445
tt0957433	\N	\N
tt0957523	\N	\N
tt0958771	nm0912272	nm0942249,nm0178338,nm0540695,nm0612283,nm0000386,nm0002041
tt0959372	nm0042325	nm0191036
tt0959642	\N	\N
tt0959876	nm1852112	nm1852112
tt0960816	\N	\N
tt0961097	nm0074426	nm0443592,nm0074426
tt0961214	nm0228134	nm0228269,nm0475446,nm1331228
tt0962455	nm1288934	nm0821594,nm0914844
tt0962983	nm0796358	nm0548903
tt0967275	nm1496044,nm0620214	nm0879934,nm0464810
tt0967727	\N	nm0338578
tt0968458	\N	\N
tt0968762	nm1989162	nm1989162
tt0969389	nm0583047	nm0958499,nm0231929,nm0578856,nm0239229,nm1430952
tt0971758	\N	nm0471233,nm2554376
tt0972412	nm0863990,nm0894225,nm0004634,nm0385151,nm0956910,nm0509183,nm0000655,nm0215123,nm0004610,nm0844358,nm0088121,nm0650304,nm0697877,nm0578162,nm0292419,nm0001726,nm0326837,nm0185734,nm0502497,nm0011882,nm0113054,nm0001282,nm1455688,nm0813313,nm0007096,nm0005088,nm0696309,nm0180085,nm0940668,nm0671992,nm0957198,nm0434320,nm0963082,nm0732233,nm0488289	nm0722274,nm1499089,nm1541762,nm0085775,nm0147698,nm0283234,nm1065725,nm1871198,nm0251825,nm0184586,nm0746362,nm3356959,nm1274355,nm1301503,nm0637497,nm0894628,nm1646484,nm1054604,nm1263223,nm2381405,nm1721731,nm0566552,nm0750313,nm2775540,nm1545960,nm1212043,nm0053096,nm0325494,nm1288966,nm1004604,nm3251129,nm0493018,nm3067513,nm2002212,nm4116015,nm0371830
tt0973325	\N	\N
tt0974015	nm0811583	nm0796950,nm0795975,nm0006516,nm0811583,nm0923736,nm1189346,nm0004170,nm0277730,nm0551376,nm0456158
tt0980788	nm1742493	\N
tt0982504	nm0318001	nm0666511
tt0983642	nm0943870	nm1081448
tt0988345	nm0269229	nm0279220,nm0071790
tt0990828	nm2298108	nm2547954
tt0991647	nm0849236	nm0958499,nm1305006,nm0788167
tt0995696	\N	\N
tt0997238	nm0260207	\N
tt0999089	\N	nm1020744
tt1000164	nm0712354	nm0289448,nm0712354
tt10002658	\N	\N
tt10004004	nm9534464	nm9534464
tt1000456	\N	\N
tt10008796	\N	\N
tt10009198	\N	\N
tt10015240	nm8406984	nm10545367,nm10063685
tt10017374	\N	\N
tt10017712	\N	\N
tt10017814	\N	\N
tt10018074	nm0807687	\N
tt1001841	nm1020303	nm0262002,nm1016235
tt10027332	\N	\N
tt10040168	nm10472292	nm10472292
tt10044552	nm5333277,nm5405799	\N
tt10044794	nm6972498,nm10555641	\N
tt10055934	nm9021327,nm10562743	nm10562743
tt10059592	\N	\N
tt10062340	nm1441554	\N
tt10062368	\N	\N
tt10062416	\N	\N
tt1006325	nm0350323	nm0014902
tt10065210	nm3766090,nm3597657	nm3766090,nm3597657
tt10065398	\N	\N
tt10068884	\N	\N
tt10075374	nm8658796	\N
tt10077622	\N	\N
tt10078736	nm8395283	nm8395283,nm6318152,nm6150784
tt10078756	nm8395283	nm8395283,nm6318152,nm6150784
tt10081464	\N	\N
tt10081644	\N	\N
tt1008343	nm1241954,nm2101636	nm0463521,nm0463618,nm1077474
tt10094866	\N	nm9216073
tt10101164	nm8395283	nm8395283,nm6318152,nm6150784
tt10101288	nm7244159	nm7244159
tt1010444	nm0764319	nm0764319
tt10105486	nm7381138	nm7381138
tt10111488	nm2953420	nm4481723,nm0789737
tt10117642	\N	\N
tt10117976	nm1305344	nm1305344,nm10590390
tt10122530	nm2506345,nm10577279	\N
tt10126746	\N	\N
tt10132526	nm1832683,nm1930995	nm1832683
tt10132532	nm1832683,nm1930995	nm1832683
tt10133422	nm2327564	nm1016557,nm1016235
tt10133796	\N	\N
tt10135184	\N	\N
tt1014464	nm0505697	nm0655491
tt10145338	nm8644318	nm8644318
tt10146478	\N	\N
tt1014762	nm0037867	nm3436107,nm0037867,nm0139203,nm1136970,nm0267251
tt1015034	\N	\N
tt10155134	nm3043878	nm3675174
tt10156590	nm1459070	nm1459070
tt10158122	nm0257775	\N
tt1016114	nm0931426	nm0107774,nm0344259,nm1008217,nm1241294
tt10163382	nm1701917	nm3490583,nm1701917
tt10165638	nm10423423	nm10423423
tt10169098	nm0008408,nm0169474	\N
tt10171694	nm10615340	nm10615340
tt10172768	\N	\N
tt10173506	nm3040029	nm2414113,nm4311463,nm7702911,nm4012272,nm3643860
tt10173942	\N	\N
tt10177724	nm5644130	nm5644130
tt10177948	\N	\N
tt10182324	nm0930629	nm3231402
tt1018840	nm1450065	nm1450065
tt10189820	\N	nm4375077
tt10193398	nm7932607	nm7932607
tt10197080	nm10626148	\N
tt10203480	nm8827946	nm4730639
tt10207090	nm0799693,nm0320546,nm2647420,nm1075123,nm0022913,nm1501183,nm0003881,nm0352575,nm0403629,nm3525861,nm2910932	nm0022913,nm0471386,nm1973942,nm0459822,nm0779011,nm0799693,nm0418070,nm0403629,nm0445931,nm0773605,nm2647420,nm11964008
tt10207986	nm10631786	\N
tt10214218	nm9965270	nm10633725,nm9965270
tt10217972	nm6404549	nm6404549
tt1021848	nm0009953	nm0515472,nm0188243
tt10219846	\N	nm10184433
tt1022397	\N	nm1989070,nm1909028
tt10225046	nm5949831	nm4682696
tt10228334	nm4593631	nm10639948
tt10230524	nm10642177	nm10642177
tt10234518	nm7882383,nm0439739	nm3190894,nm0046564,nm0439739,nm10642338
tt10237956	\N	\N
tt10244746	nm6520983	nm6520983
tt1024724	nm0788481	nm1073238,nm0517452,nm2481628
tt10249374	nm10650712	nm10650712
tt1024983	nm2647632	nm2647632
tt10255440	\N	\N
tt10257196	nm0295003	nm1311535,nm1470110
tt10262334	nm10162561	nm10162561
tt10262958	nm2299421,nm10657161	nm10657161
tt10265182	nm2159489,nm2149400	\N
tt10266676	nm10620172	nm10620172
tt10268328	nm10421056	\N
tt10268912	nm9716734	\N
tt10269622	nm3799551	nm2387660
tt1027072	\N	\N
tt10275394	\N	nm10395512
tt10277004	nm1313819	nm1313819
tt10283606	nm4209761	nm6632964,nm4209761,nm7394239,nm4480664
tt1028420	nm0272704	nm0513486,nm0379126
tt10285326	nm9163303	nm9163303
tt10294214	\N	\N
tt10294362	\N	\N
tt10304048	nm5156913	nm5156913
tt10308196	nm9505128	\N
tt10313176	nm1270350,nm1740015,nm0305423,nm0005138,nm1052973,nm0463320,nm0937930,nm1671066,nm0126032,nm0470971,nm2980507,nm0735484,nm0946475,nm0066439,nm1406831,nm2978148,nm1154594,nm1325497,nm0844896,nm2340914,nm1314119,nm3345300,nm0002101,nm1714574,nm0401205,nm0894916	nm7054168,nm1335634,nm0777300,nm13182781,nm4052502,nm11061793,nm2758991,nm4211783,nm9696431,nm5452666,nm8520307,nm4405308,nm4766631,nm9100303,nm1714574,nm2488360,nm0851391,nm3900512,nm0827737,nm11642297,nm5928661,nm5771692
tt10313546	nm10685055	nm10685056,nm10685057
tt10314544	nm8915239	nm8915239
tt1032266	nm1252811	nm1252811
tt1032808	nm0296651	nm0019726,nm0328880
tt1033596	nm0633515	\N
tt10337890	nm10696475	nm10696475
tt10342614	nm2431143,nm2157324	nm2773593
tt10345666	\N	nm3080533
tt10353704	nm0004376	nm0004376
tt10357860	nm6800724	nm6800724
tt10358722	nm5144050	\N
tt1035943	nm1697407	nm1699908,nm1697407,nm0913570
tt10359780	nm8340267,nm6495279	nm6495279
tt10359802	nm7678752	\N
tt10360142	nm9194736	nm9194736
tt10363968	\N	nm3940961
tt10364558	\N	nm9412770
tt10365954	\N	\N
tt10366002	\N	\N
tt10366516	\N	\N
tt10367646	nm7623843	\N
tt10367714	nm7623843	\N
tt10369514	nm3040029	nm2414113,nm4311463,nm7702911,nm4012272,nm3643860
tt10370058	\N	\N
tt1037243	nm0335283	nm2914930
tt10374658	nm8395283,nm6150784	nm8395283,nm6318152,nm6150784
tt10374986	nm10561931	nm10561931
tt10375054	nm1127106	nm7427612
tt1037694	nm0008204	\N
tt10378522	nm0042769,nm3433368	nm8011539
tt1038098	\N	nm1209756
tt10387008	nm5563885,nm8787778,nm8213447	nm13182252,nm6515783,nm7189902,nm4124363
tt1039339	nm0390844	nm1049335,nm0909478
tt10396284	nm5563885,nm8787778,nm8213447	nm13182252,nm6515783,nm7189902,nm4124363
tt10397904	nm9775574	nm9775574
tt10399478	nm9184363	nm9184363
tt1039964	nm0160602	nm0160602
tt10403302	nm4281694	nm4281694
tt10405772	nm2105162	nm2105162,nm1019616
tt10406696	nm10727883	nm10727883
tt10409526	nm9240102	nm2109108
tt10409856	nm7420432	nm7420432
tt10411420	\N	\N
tt10411484	\N	\N
tt10413214	nm1739486	nm8402699
tt10415050	\N	\N
tt10417964	nm2335171	nm2335171
tt10422440	nm2218536	nm10735358,nm3670498
tt10425410	nm10184788	nm10184788,nm10184800,nm10184798
tt10426114	nm9178011	nm9178011,nm10025982
tt10427120	\N	\N
tt10437414	nm0809375	nm2681756,nm0506802
tt10437512	nm8435878	nm8435878
tt10440876	nm4050105,nm5642906	nm10743714,nm10730180,nm4050105,nm5304749,nm0744889,nm5642906,nm5752355
tt1044466	nm0926892	nm0152470,nm0365234
tt1045620	nm1286988	nm1286988
tt10460848	\N	\N
tt10461550	nm10753884	\N
tt10466250	\N	\N
tt10466494	nm0429909	\N
tt10470536	nm4901064,nm6578772	nm4901064,nm6578772
tt10471480	nm12365797,nm11639877	nm12372600
tt10471576	\N	\N
tt10474378	\N	\N
tt10479464	nm0847259	nm10758958,nm1588750,nm0847259
tt10483408	nm9115997,nm4327455,nm1167962	\N
tt10487558	\N	\N
tt1049249	nm0153078	nm0202970
tt10493462	\N	\N
tt10494272	\N	nm6919913
tt10494558	nm3191444	nm3191444,nm6326871
tt10508908	nm3227816	nm3227816
tt1051424	nm0177015,nm0292913,nm1976683	nm0177015,nm1127374
tt1051829	nm2689348	nm2691125
tt10518414	nm10278599	nm10278599
tt1051904	nm1224299	nm0501359,nm0018735,nm0438989,nm0830419
tt10519908	nm7038200	\N
tt10520582	nm2639204	nm2639204
tt10524516	\N	\N
tt10525118	\N	\N
tt10525146	nm4581024	nm4581024
tt10534500	nm6293294	nm6293294
tt10537732	nm6367100	nm6367100
tt10541670	nm9577721	nm10792764,nm9577721
tt10544020	nm2463525	nm8337609,nm2463525,nm11410287,nm12070998,nm2239139,nm11283767,nm13220633,nm1773608,nm6791681,nm9470609,nm12777279,nm12288281,nm1749101,nm12780210,nm2260826,nm3196059,nm0419829,nm4784464
tt10544234	nm4267320	nm4267320,nm6184117,nm3328192
tt10547730	nm1053241	nm1480459,nm0991875,nm1054425
tt10552748	nm4738366,nm6696138	nm10783381
tt1055454	\N	\N
tt10558762	nm5967840	nm5967840
tt10558930	nm6217205	\N
tt10562626	nm9821655,nm9816417	\N
tt10562632	nm9821655,nm9816417	\N
tt10563566	nm1452285	nm7667239,nm1452285
tt10572622	nm0042769,nm3855412	nm8011539
tt10572800	nm10807519	nm10807519,nm10812072
tt10574116	nm2917719	\N
tt10578800	nm2073620	nm1985343,nm2073620
tt1059027	nm0281865,nm0461158,nm0587583,nm0589929,nm0929151	nm0263381,nm0654079,nm1426827,nm0828969,nm0942253
tt10607070	nm10621548	nm10621548,nm10621549
tt1060733	nm1998095	nm0409323,nm1400430,nm1591046
tt10608732	nm1214637	nm3018800,nm1313819,nm1214637
tt10609386	\N	\N
tt1060983	nm0235196	nm1055837,nm0224025
tt10610438	\N	\N
tt10613818	nm10825937	nm10825937
tt10620020	nm3886417	nm3886417
tt10625356	\N	\N
tt10626490	nm6111381	nm3686177
tt1062687	nm0730355	nm0730355
tt10627874	nm10816112	\N
tt1063120	nm0865998	nm0241416
tt1064261	nm0122741	nm0911552,nm0122741
tt10649072	nm3766090	nm3766090
tt10653784	nm1127336,nm0528337,nm1440863,nm8032591,nm2408871,nm3046419,nm0335337,nm2574897,nm0502497,nm5502262	nm11313888,nm5336195,nm1127336,nm1552853,nm5208896,nm2063335,nm6478534,nm3583223,nm6145158,nm14155834,nm4110790,nm3098669,nm6220567,nm2272312,nm0086194,nm3171388,nm5879534,nm2015620,nm4702370,nm6759491,nm1335634,nm0777300
tt10654900	\N	\N
tt1065571	\N	nm0887966
tt1065772	nm0696489	nm0112944,nm0170306,nm0247243,nm0369870,nm0416853,nm0426351,nm0428568,nm0452929,nm0470913,nm0580528,nm0630497,nm2154640,nm0810431,nm0935540
tt10661518	nm10757140	\N
tt1067040	nm0617623	nm0189101,nm0515472,nm0818434
tt1067573	nm1900981	nm1900981,nm2717326
tt10676276	nm3424048	nm3424048
tt1067770	\N	nm1726303,nm1875838
tt1068088	nm1726456	\N
tt1068338	nm0262678,nm0263046	nm0578117
tt1068340	nm0493441	nm0578117
tt10688862	nm5570613	nm5570816,nm10842417,nm5637759,nm10842418,nm8325076,nm5570613,nm10842419
tt10691922	nm0632808	nm1093700,nm0236279
tt10698508	nm0775512	nm1873196
tt10699594	nm9031033	nm10258427,nm10825954
tt1070193	\N	\N
tt10702116	nm0036496	nm0823015,nm2704649,nm6042316
tt10708210	nm10140634	\N
tt1070879	nm0412108,nm2082554	nm0258755
tt10715632	nm2705324	\N
tt10717412	nm1117731	nm2461982
tt10719704	nm4149779	\N
tt1072268	nm1011775,nm0386185	nm0435392,nm0366625,nm0386185,nm0469674,nm4054745,nm5934338
tt10725552	nm5210221	nm5788875
tt1073013	\N	nm10094080
tt10732680	nm7465742	nm10879324,nm7465742
tt10738936	nm2599582	nm3497550,nm2599582
tt1073938	nm0589929	nm0502643
tt1074384	nm0403541	nm0365234
tt1074415	\N	\N
tt10750186	\N	\N
tt1075333	nm0800187	nm0647789,nm0456017
tt10757390	\N	nm1502218
tt10763570	nm0203400	nm1304278,nm0203400,nm1895871
tt10764034	\N	\N
tt10766694	nm5456288	\N
tt10766764	nm1121649	nm1121649
tt10766766	nm1121649	nm1121649
tt10766934	nm1347153	nm1347153
tt1076804	nm2482332,nm0214606	nm3942211
tt10768702	nm5967516	\N
tt10772288	\N	nm10898002
tt10776774	nm0884218	nm5883056
tt10778398	nm10900642,nm10900652	nm10900642,nm10900656,nm10900652
tt10783432	nm7054301	nm7054301
tt1079067	nm0779641	nm0958499,nm0231929,nm0578856,nm0061541
tt10792498	nm0561524	nm0854703
tt10799474	nm5694705	nm9908093
tt10801368	nm3505289,nm1514753,nm4194124,nm8195769	nm4194124,nm8195769,nm2107622
tt10801424	nm2816171,nm0538037	nm2816171,nm0880204,nm0394447
tt10806970	\N	nm2429688
tt10808640	nm10545963	nm10545963
tt1081003	nm1349381	\N
tt10815758	\N	\N
tt10825348	nm0318575	nm0318575
tt10826586	\N	nm6131035
tt10831362	nm7161709,nm8686628,nm8903873,nm4662049,nm8603319	nm10304751,nm4662049,nm0248862,nm10304786,nm8903876,nm10924058,nm10924059,nm4639384
tt10833600	nm1119681	nm1119681
tt1083970	nm0322128	nm0445958,nm1429362
tt10840490	\N	\N
tt10840740	nm7344457	nm7344459,nm7344457
tt10845342	nm0913057	\N
tt10865530	nm2479292	nm2479292
tt10866054	\N	\N
tt10868042	\N	nm1030968
tt10869008	nm9433924	nm9433924,nm6926569
tt10869842	nm5793204	nm5793204
tt10873266	\N	nm3687037
tt10875832	nm5679299	nm5679299,nm10205489
tt1087646	nm0373117	nm0373117
tt10879376	nm0169474	\N
tt1088264	\N	nm0799871
tt10884622	\N	nm2429688
tt1088752	nm2754614,nm1379744,nm2111196,nm1752041	nm1383072,nm2754614,nm0324330,nm2288960,nm2111196,nm2565118,nm1752041,nm1217614,nm1036126
tt10887760	nm9060861	nm9060861
tt10893134	nm4050843	nm4050843
tt10896728	nm4479296	nm8601848,nm4655061,nm12470553,nm2006934,nm0326346,nm2226052,nm0454783,nm1550210,nm7083117,nm4348121,nm0738431,nm3940641,nm11838930
tt10902966	nm8035611,nm9815921	nm8035611
tt10905696	nm7850142	nm7850142
tt10908486	\N	\N
tt10910708	nm3617523	nm3617523
tt10913350	nm0740110	nm0740110,nm7307545
tt10913802	nm8745582	nm8745582
tt10915618	nm0008408	\N
tt10916328	nm0523821	nm1688205
tt10917326	nm7209484	nm7209484
tt10919542	nm3997466	nm1873838
tt10922618	\N	\N
tt10927206	\N	\N
tt10929844	nm6784246	nm6784246
tt1093143	nm0173705	nm0152347,nm1081448
tt10931876	nm10971777	nm10971777
tt10936232	nm10020366	nm10180489,nm1522126
tt1094229	nm0071706,nm0693243,nm0367538,nm0512052,nm0668814,nm0768737,nm0567680,nm0276879,nm0227192,nm0614672,nm0564260,nm1382242,nm0871966,nm0005138,nm0367523,nm0001227,nm0500685,nm0269502,nm0233002,nm0721959,nm0047425,nm0717163,nm2605483,nm1234276,nm4828142,nm0840075,nm0816074,nm0198663,nm0340495,nm0292468,nm0923768,nm0929360,nm0141696,nm0429541,nm8718456	nm2814585,nm0174673,nm2775947,nm1275228,nm0696400,nm0059721,nm2347172,nm2698526,nm10261918,nm0795190,nm2206118,nm7921828,nm0618941,nm0696142,nm0630988,nm2732204,nm3072627,nm0942094,nm2045622,nm2169801,nm0608567,nm0700128,nm1381217,nm2477152,nm1621385
tt10944252	nm10979161	nm10979161
tt10944790	\N	\N
tt10944800	\N	\N
tt1094589	nm2037410	nm2037410
tt10947842	nm0186146	nm0186146
tt1095220	nm1564621	nm1564621
tt1095483	nm2702935	nm2762263
tt10956824	nm5803889	nm5803889
tt10959016	\N	\N
tt10964052	nm1192940	nm1192940
tt10964210	nm4446096	nm7851636
tt10969138	nm10992469	nm10992470,nm10992469
tt10969800	nm5803889	nm5803889
tt10969814	\N	\N
tt10969838	nm5803889	nm5803889
tt10974050	nm9535236	\N
tt10976674	nm10995696	nm10995696
tt10978876	nm3891748,nm0616443,nm6361334	nm1313522,nm0121437,nm3979006,nm6413457,nm7603309,nm1834490,nm1896117,nm0749331,nm5590494,nm2080771
tt10985956	nm5434875	nm5434875
tt10986480	\N	\N
tt10988890	nm11000832	nm2464544
tt1098924	nm0794793	nm0720302,nm0429269
tt1099212	nm0362566	nm0742279,nm2769412
tt11000200	nm10577528	\N
tt11006204	nm8343623	\N
tt1100942	\N	\N
tt11012648	nm1739200	nm0001921,nm1114695,nm0696986,nm2106978,nm2586928,nm6808559,nm5825807,nm5247932
tt1101575	nm0962770	nm0150093,nm0584813,nm0483734,nm0483735,nm0805133
tt11018076	nm3766090	nm6168642,nm1121649,nm6168641,nm10374390,nm3766090,nm3597657
tt11018496	nm5425534	nm11015255
tt1101936	\N	\N
tt1103123	nm2332402	nm0191547,nm0561026
tt11034364	nm5741914	nm5741914
tt11036232	\N	nm11022314
tt11038522	\N	\N
tt1103946	nm0414357	nm0414357,nm0776352,nm1718053
tt1103987	nm0743059,nm0002041,nm0000408,nm0365666,nm0113054,nm0736966,nm0154819,nm0936044,nm0362738,nm0675894,nm0571739,nm0062644,nm0082300,nm0591450,nm0640964,nm0791381,nm0000568	nm1108246,nm0736966,nm3150062,nm1179937,nm3130312,nm3131414,nm1660927,nm1595526,nm1685000,nm1659835,nm0073693,nm2609103,nm0861382,nm0349935,nm1013728,nm1511199,nm1768285,nm0002041,nm3240526,nm1112420,nm4652544,nm2195595
tt11053322	nm2029802	nm4566445,nm8048898,nm2029802
tt1105469	nm0355165,nm2119854,nm1643949,nm1175292,nm1115442	nm1012872,nm0996022,nm3083122,nm0426365,nm1012373,nm0996165,nm2606832,nm3640494,nm0756473,nm3997821,nm0227837,nm3749873,nm1557739,nm1776781,nm2731208,nm0121402,nm0996078,nm4126428,nm2537334,nm0342278,nm0342303
tt11057624	nm7097570	nm7604291
tt11058156	nm1902285,nm1040630	\N
tt11059544	nm5460792	nm3811969,nm15908969
tt11062792	nm4913239	nm1556506,nm5869616
tt1106847	nm0821812	nm0821812
tt11070076	\N	\N
tt11073006	nm1644494	nm2051365
tt11075322	nm11037474,nm10881816	nm10881816
tt1107661	nm0573732	nm1487505,nm1106082,nm0438235
