tconst	directors	writers
tt1107763	nm0838393	nm0011293,nm0278031
tt11078414	nm11022016	nm11022016
tt11085410	nm11041519	\N
tt11085446	nm0607093	\N
tt11086362	\N	\N
tt11090598	nm3952352,nm1118245	nm3952352
tt1109624	nm1653753	nm1653753,nm0566100,nm1286491
tt11097870	\N	\N
tt11102976	nm9363614	nm9363614
tt11103974	nm11047015	nm11047015
tt11106818	\N	nm4653429
tt1111106	\N	\N
tt11111198	nm1408009	nm0269260,nm1425810,nm1910191,nm3042677,nm2919233
tt11111758	nm1347153	nm1347153
tt11115042	nm10714400	nm10714400
tt11116016	nm5208443	nm5208443
tt11122356	nm9847073	nm4756108,nm3204989,nm0121168,nm5201072,nm9819350,nm9754316,nm3330834,nm11055684
tt1112347	nm0717229	nm0071596,nm0515319
tt1112358	nm0203786	nm0071596,nm0515319
tt11126334	\N	\N
tt1113219	nm0723629	nm0238083
tt11132286	\N	\N
tt1114677	nm0155093	nm0073504,nm0689954,nm0180902,nm0639434
tt1115387	nm2667668	nm1981836,nm2667533,nm2667668,nm2162735,nm2673923
tt11154784	nm10779409	nm6014535
tt11155400	nm8870221	\N
tt11155446	nm0721959	nm7921828,nm1664945
tt11155556	\N	\N
tt11155662	\N	\N
tt11158480	nm4277682	nm4277682
tt11161298	nm6433712	\N
tt11162638	nm2348172	nm2348172
tt11163708	nm6433712	\N
tt11166410	nm7623198	nm7623198
tt11166940	\N	\N
tt11170028	\N	nm3220687
tt11170654	nm3253938	nm2662631
tt11171270	nm11063846	nm9190356
tt11173588	nm7147926	\N
tt11176154	nm1659777	nm3844924,nm7109825,nm2410992,nm1280640,nm1217514,nm5159883,nm2201371
tt1118265	nm1020390	nm1020390
tt11182870	nm4682956,nm3318309	nm7886153
tt11183910	nm11068085	nm11068085
tt11186914	nm4646451	\N
tt11188728	nm9545384	nm2226743
tt1119054	nm0149548	nm0805320,nm0445396
tt11191142	nm7206210,nm4301379	nm3429256,nm1132209,nm2541892
tt11197444	nm0322242	nm0322242
tt11205014	nm1434818	nm4100647,nm1434818,nm0814970
tt11207010	nm9252215	nm9252215
tt11217094	nm4500258,nm2467058	nm4500258,nm4433170
tt11217366	nm1637163	nm1711452,nm11133259,nm1637163
tt1123527	nm0202918	nm0223162
tt11239930	nm16133397	nm1215677
tt11241450	\N	\N
tt11245972	nm2366012,nm2419470	nm0888743,nm2361509,nm0932078
tt11248168	nm8073074	\N
tt11252168	nm1121649,nm3766090,nm3597657	nm1121649,nm3766090,nm3597657
tt11253832	nm1946012	nm0995963
tt11253872	nm4944702	nm4944702
tt11253906	nm4944702	nm4944702
tt1125506	\N	nm2387173
tt1125856	nm0260634	nm0385922,nm0553409
tt11262310	nm2088529	nm2088529,nm1638754
tt11266090	nm3971995	nm0480932
tt11269030	\N	nm4702370,nm11125376
tt11269546	\N	\N
tt11272028	nm11125627	nm11125627
tt11274144	\N	\N
tt11277896	\N	\N
tt11280696	\N	nm11130322
tt11281424	nm1347153	nm1347153
tt11281506	\N	\N
tt1128655	\N	\N
tt11291526	nm0791808	nm0811221
tt11294422	nm0679662,nm0696300	nm0860809
tt11305538	nm9763787	nm9539382
tt1130898	nm1992304	nm1992304
tt11316402	nm8486999	nm0620315
tt11342232	nm9833061	\N
tt1134289	nm0005601	\N
tt11344074	\N	nm0507355,nm0926209
tt11344078	nm7717720	nm7717720
tt11347750	nm6653438	\N
tt11348746	nm1193694	nm1193694
tt11350040	nm1777491	nm5670417,nm4486392,nm5054168,nm2771158
tt1135397	\N	\N
tt11354686	nm2088529	nm2088529,nm1638754
tt11362228	nm2088529	nm2088529,nm1638754
tt1136350	nm0362683	nm0906764
tt1136432	nm0589106	nm0761163,nm0611637,nm1571181,nm0601964,nm0276248,nm0397153,nm0912940,nm0727760,nm0040596,nm0283222
tt11367614	nm2088529	nm2088529,nm1638754
tt11368512	\N	\N
tt11372112	\N	\N
tt11373956	nm2088529	nm2088529,nm1638754
tt11383804	nm3238607	nm4550290
tt1138457	nm1659911	nm3005626,nm1659911
tt11389328	nm0154215,nm5619726	nm7298862
tt11391166	nm2428276,nm0363129	nm2428276
tt1139428	nm0531751	nm0604448
tt11395538	\N	\N
tt11395612	nm4608568	nm4608568
tt11415848	nm10528287	\N
tt1141747	nm0103880	nm0103880,nm0323463,nm2363787,nm2370664,nm1960616,nm4333993
tt11417588	nm2088529	nm2088529,nm1638754
tt11419562	nm0042745	\N
tt1142020	nm1715350	nm1715350
tt11422278	nm11193099	nm11193099,nm11193100
tt11423886	nm8237783	nm8237783
tt1142473	nm3507523,nm0497569	nm1085902,nm0752728,nm0561026,nm0804380
tt11427232	nm0053484,nm0360253	\N
tt1142782	\N	nm0621073,nm0621075
tt1143390	nm0743093	nm0336726,nm0769633,nm1636644
tt11436444	\N	\N
tt11438562	nm3012727	nm3118797
tt11438712	\N	\N
tt11444452	nm7539053	\N
tt11444610	\N	nm10290584
tt11444970	nm10543040	nm10543040,nm5933464
tt11447812	nm2836501	nm2836501
tt11460170	nm1069826,nm8420497	nm4986709,nm3118214
tt11460334	\N	\N
tt11463866	nm4427413	nm4427413
tt11463878	\N	\N
tt11464516	nm3211351	nm3211351
tt11465478	nm10685785,nm10873569,nm11201408	nm10685785
tt1146894	nm1320160,nm0814909	\N
tt11472798	nm5968294	\N
tt11483632	\N	\N
tt11492256	\N	\N
tt11496440	nm0955777	nm0955777
tt11497258	nm9768990	nm9768990
tt11497432	nm0357355,nm12508528	nm5320150,nm1765574
tt1150608	\N	nm0111756,nm0000092,nm0001204,nm0356227,nm0419572,nm0492339,nm0611350,nm0633468,nm0629428,nm0864025,nm0004180,nm0913961
tt1151135	nm1008719	\N
tt11531830	nm0597212	\N
tt11534136	nm9494649	nm11240047
tt1153696	nm2865663	nm2866703
tt11547864	nm10660094	nm10660094
tt11554850	nm2486701	nm1121920,nm2486701
tt11558878	nm4423307	nm4423307,nm11493235
tt11559618	\N	\N
tt11563902	nm0791672	nm1117707,nm0041194,nm0588005,nm4732914
tt1156931	nm1877791	nm1480071,nm1016235
tt11572326	nm11257442,nm11257443	\N
tt1157274	\N	nm0972379,nm0168429,nm0311601,nm8530653,nm0611375
tt11575540	nm1409127	nm7929612,nm2077123
tt1157629	nm2871281	nm2871281
tt11579002	nm0745679	nm5852029,nm0745679
tt11581748	\N	\N
tt11585740	nm10832244	\N
tt11591692	nm0716281	nm0716281
tt1160042	nm0502579,nm1985137,nm2415520,nm2342754,nm3968039,nm2909581,nm2064619,nm2326698,nm0638235	nm2226743,nm2103104,nm2415520,nm1514001,nm4082204,nm2873878,nm0881131
tt11607612	nm11219502	nm11219502
tt11612284	nm1739486	\N
tt11621618	nm7807933	nm4248415,nm9473090
tt11628390	nm2028327,nm6894748	nm6794152,nm4678539
tt1163327	nm2884846	\N
tt11633790	\N	\N
tt1164418	\N	\N
tt11645990	nm5471230	nm5471230
tt11650636	nm9483641	nm0178294,nm9483641,nm9487267
tt11655566	nm3255797	nm6567426,nm7625761,nm0761498,nm0213450
tt11656612	\N	\N
tt11658118	\N	\N
tt11660940	\N	\N
tt11662676	nm7429266	nm7429266
tt11668034	nm9191937	nm9191937
tt11670218	nm6021959	\N
tt11673678	\N	\N
tt11679358	nm1313819	nm1313819
tt11686308	\N	\N
tt11690276	nm9755791	nm11181254
tt11697864	\N	\N
tt11703250	nm11314630	nm10779636
tt11707594	nm11077706,nm4349491	nm11077706,nm4349491
tt11710922	nm8480136	nm8480137,nm4844244,nm8480138
tt11714334	nm2071500,nm1562359,nm0606942,nm2017350	nm0004716,nm0359504
tt11721634	nm11343598	nm11322047
tt11723610	\N	\N
tt11725562	\N	\N
tt1172587	nm0012541	nm0012541,nm3138921,nm0223475,nm1330994,nm1179457
tt1172940	\N	nm4855576
tt1173568	nm2587908	nm2587908
tt11737994	\N	\N
tt11738286	nm4785055	nm4785055
tt1174691	nm0798595	nm5065894
tt11757468	nm0648464	nm0613444
tt11758638	nm10678784	\N
tt11759256	nm8474137	nm8474137
tt1177852	nm0899329	nm1038504,nm0677394
tt1177922	nm1027468	\N
tt1178312	\N	nm1237528,nm3727673
tt11786644	nm0443937	nm12297355
tt11793044	\N	\N
tt1179817	nm0874133,nm0930041,nm0103226,nm0663764,nm0000594,nm0881038,nm0773884,nm0005538	nm0358950,nm0033154,nm1331193,nm2538919,nm0674266,nm1121467,nm1869430,nm0877155,nm1121466,nm0708867,nm0084158
tt11803670	nm11357702	\N
tt11810534	nm11358205	nm11358205
tt11810886	\N	\N
tt11815214	\N	\N
tt1181840	nm1071849,nm0540962	nm0540962
tt11826238	nm0039152	nm3377090
tt11826588	nm5459483	nm1491262,nm5459483
tt11828502	nm8014910,nm2185084	\N
tt1183338	nm0431908,nm1551787	nm1551787,nm0840944,nm0884131,nm1709390
tt11835500	nm1076816	nm0408553,nm2923315
tt1185834	nm1396048	nm0319667,nm0017447,nm0614693,nm0000184
tt1186261	nm0075225	\N
tt11863060	nm8526162,nm11148038	nm8526162,nm9300850
tt11867608	\N	nm0568314,nm14772957,nm0703807
tt11869068	\N	\N
tt11874282	nm6406270	nm6406270,nm4534694
tt11889258	nm9746409	nm9746409
tt1189264	nm2931450	nm2931450
tt11896958	\N	\N
tt11897526	nm0177680	nm11393641,nm6460320,nm11393638
tt11897534	nm2150555	nm2150555
tt1190072	nm0686020	nm0686020
tt1190130	nm1755171	nm1907447
tt11903050	nm10992469	nm10992469
tt1190537	nm1304348	nm1304348
tt1190689	nm0082450,nm0673400,nm2553586,nm0251848,nm0000114,nm0542960,nm0000837,nm0908980,nm0957197,nm0002835,nm0255081,nm0851930,nm0499724,nm0788426,nm0902939,nm0037708,nm0330360,nm0843281,nm0002339,nm0593463,nm0864268,nm0035060,nm1455688	nm2470990,nm0243019,nm0908980,nm3477311,nm0265557,nm0843281,nm1690593,nm0275650,nm0394356,nm3005173,nm0833932,nm0680312,nm0166498,nm4063230,nm0399725,nm0952863,nm4396670,nm4472481,nm2582069,nm1037485,nm0135359,nm0203145,nm0324978,nm2384671,nm2198104,nm0742734,nm4109868
tt11909354	nm1347153	nm1347153
tt1191122	nm0849314	nm0035076,nm0287558
tt11921674	nm6256890	nm6256890
tt1192209	\N	\N
tt11934876	nm9831118	\N
tt11935408	nm4267320	\N
tt11936372	nm10356325	nm10356325
tt11940558	nm8179301,nm5885692	\N
tt11946108	\N	nm5635811
tt11946142	nm4489288	nm4489288
tt11951192	nm10799775,nm2218438	nm1840994,nm12031969
tt11951302	\N	\N
tt1195489	nm1131369	nm1131369
tt11957120	nm7799714,nm9460089	\N
tt1195935	nm1401737,nm0513307,nm1147126,nm2290604,nm2796356,nm1685611,nm2813596,nm3462332,nm3196934,nm1818040,nm1761811,nm2198694,nm2800522,nm1664562,nm0616742,nm1193561,nm1134051,nm0333967	nm0032219,nm1396611,nm0532235,nm2068880,nm1953736,nm2157250,nm1583642,nm3632835,nm1828551,nm1459362,nm2364087,nm1113591,nm1968387,nm0338009,nm0588362,nm1539705,nm2039147,nm2158545,nm1230361,nm1328139,nm1546020,nm1001124,nm0799052,nm0896742,nm0643009,nm0997055,nm0998106,nm0005348,nm1342242,nm1547746
tt11961740	\N	nm9266209,nm10254462
tt11962476	\N	\N
tt11962728	\N	\N
tt11963328	nm4489288	nm4489288
tt11964478	nm11421051	nm11421051
tt1196708	nm1243378	nm1243378
tt1197496	nm2966291	\N
tt11978848	nm6256890	nm6256890
tt11980128	nm1210214	nm3857430
tt11983158	nm6921912	nm7300223,nm6921912,nm9766875
tt11991210	nm9067397	nm9067397
tt11998300	\N	\N
tt12014662	nm8891964	nm8891964
tt12019282	\N	nm5668424,nm11442645
tt12024700	nm9700768	nm4342779
tt12025342	\N	\N
tt12025604	nm0967692	nm0031342,nm3030564,nm0901286
tt1203040	nm0296945	nm0063215,nm0858657,nm1918708
tt12038128	\N	nm3758935,nm4132979,nm2098823,nm3426198,nm8061001
tt12038674	\N	\N
tt1204941	nm0083249	\N
tt12049548	nm1422735	nm1422735
tt12054980	nm4045463	nm11773129,nm11634280
tt12058380	\N	\N
tt12063378	nm11459973,nm11459972	nm11459973,nm11459972
tt12066052	nm11459973,nm11459972	nm11459973,nm11459972
tt12068420	nm0000186	\N
tt12074108	\N	\N
tt1208382	nm0000755,nm0429958	nm0832456,nm1277671
tt12084802	nm11459972	nm11459972
tt1208716	nm1651765	nm1955562
tt12094778	nm6491456	nm1179485,nm6491456,nm3522463,nm0502046,nm5695570,nm3584219,nm2291041,nm5194546
tt12099324	nm7279573	\N
tt12100522	\N	\N
tt12103210	nm10827524	nm10827524
tt12104448	\N	\N
tt12108896	nm0637518	nm1188346,nm1188358
tt12110212	nm5459327	nm3482784
tt12112284	nm7597915	nm7597915
tt1211435	\N	\N
tt12115990	nm1341162	\N
tt1212070	nm0933406	\N
tt12123562	nm3377848	\N
tt1212848	nm1429599	nm0086277,nm2973248,nm0822983
tt12129902	nm8797721	nm8797721,nm9032246,nm9032247
tt12132224	nm11492950	nm6636855
tt12132718	\N	\N
tt12138400	nm3622306	nm3622306
tt1214117	nm2623546	nm2623546
tt1214342	\N	\N
tt12145162	nm2141433	nm2141433
tt12145328	nm10827634	\N
tt1215004	nm0442810,nm2464576,nm1041082,nm0906710	nm1093700
tt12151128	nm1802324	nm1326654,nm1964609,nm11031474,nm2184779,nm11031468,nm11031469,nm4951214
tt12160108	\N	\N
tt12161658	nm11022016	nm11022016
tt12164378	nm3926980	\N
tt1216621	nm0718001	nm0000916,nm0084334,nm0374950
tt12169728	nm3096949	\N
tt12171406	nm11009716	nm11009716
tt12171428	nm6735791	nm7920498,nm11567190,nm9066823,nm9665850
tt1217213	nm0391996,nm0304432	nm0304432,nm0391996,nm0746598,nm0737241
tt1218339	nm2981866,nm5392229	nm2981866,nm5392229,nm2678832
tt12187158	\N	\N
tt12188568	nm1041475	nm0319213,nm0332467,nm1041475,nm3742944
tt1218957	nm0368124	nm0006809,nm2350407
tt1218961	nm0561703	nm2350407,nm2614661
tt1219289	nm1139726	nm0228908,nm2982186
tt12196652	nm4794793	nm4794793
tt12197812	nm8982556	nm8982556,nm8983689
tt12210908	\N	\N
tt1221194	\N	nm0005131
tt1222762	\N	nm0465189
tt1222787	nm1204143	nm1325988
tt12228878	nm5257803	\N
tt12230410	nm6300933	nm6300933
tt12232568	nm10184788	nm10184788,nm11537999,nm10184798
tt12247814	nm0793622	nm0793622
tt12250428	nm3090692	nm3090692
tt1225705	\N	\N
tt12257880	\N	\N
tt1225901	nm0318795,nm0801625,nm0007096,nm2425648,nm0295107,nm0791381,nm0176702,nm0637458,nm0385151,nm0956910,nm0864936,nm0514278,nm0362734,nm0710568,nm0020491,nm0224683,nm0118665,nm0545763,nm0563039,nm0923571,nm0686184,nm0044803,nm0456990,nm1065402,nm0027413,nm0006996,nm0177512,nm0004900,nm0343687,nm0000594,nm0742819,nm0314104,nm0779641,nm0807932,nm0505842,nm0001601,nm0191697,nm1534600,nm0188929	nm0431817,nm0007091,nm0823015,nm0859432,nm1949568,nm2325486,nm1646565,nm2332207,nm0456990,nm1618220,nm0918334,nm2391422,nm0742749,nm0483520,nm0041179,nm2381405,nm0750313,nm4109022,nm1680346,nm0238035,nm0385426,nm0202997,nm0113115,nm2185627,nm1488064,nm0402405,nm1335519,nm3684607,nm0118938,nm0147698,nm0016403,nm0156291,nm0330308,nm1823371,nm2284377,nm0009178,nm0360245,nm3706989,nm0535940,nm3291123,nm1064117,nm0149560,nm3150287,nm1219811,nm0873336,nm4508439,nm2347938
tt1226461	\N	\N
tt1226766	nm0378893	nm1547579,nm0665505
tt12279252	nm1499270	nm1240556
tt12281106	\N	nm0004981
tt12281148	\N	nm0004981
tt12285944	nm9802305	\N
tt1229091	\N	nm1038863
tt12291590	\N	nm0188782
tt12292572	nm0656701	nm4167164,nm2244700,nm3953004,nm6156571,nm1895939,nm8178166,nm2053429,nm7567645,nm1655480
tt12292628	nm5499293	nm5499293
tt12298404	nm0003968	nm0535185
tt12300160	nm7465149	nm7465149
tt12301534	\N	\N
tt12304242	nm6865791	nm6353138
tt12305494	nm3640317	nm6353138
tt12307434	nm8954660	\N
tt12315380	nm9404814	nm9404814
tt12316834	nm11022016	nm0140902,nm11022016
tt12320314	\N	\N
tt12320788	nm0172558,nm0804923	nm0172558,nm0804923
tt12320992	nm8291425	nm8291425
tt12321122	\N	\N
tt1232255	nm0568192	nm0319213,nm0332467
tt1232695	\N	\N
tt12328614	nm5972732,nm6613106	nm6613106
tt1232916	nm0331290	nm0331290
tt1234286	nm1518814	nm1518814
tt1234304	nm0271708	nm0035953
tt1235099	nm0755261,nm0956910,nm0602172,nm0644397,nm0203215,nm0322128,nm0371348,nm0542960,nm0641343,nm0485637,nm0067090,nm0113054,nm0124079,nm0156838,nm0004610,nm0006853,nm0424800,nm0444709,nm0777881,nm0206259,nm0506130,nm0533713,nm0005204,nm0002749,nm0686853,nm0926215,nm0940668,nm0035060,nm0689852	nm1345603,nm2024486,nm2027168,nm3636450,nm3192038,nm0142615,nm1175237,nm1175413,nm1802857,nm1267367,nm1933058,nm0251395,nm1631709,nm1238801,nm2861355,nm0535348,nm0843981,nm0179244,nm0289100,nm1236454,nm1335519,nm0805133,nm1332931,nm1935349,nm0052728,nm3153645,nm2542427,nm2276261,nm0901557
tt1235315	nm0314641	nm0719927
tt12357280	nm1103778	\N
tt1236429	nm0552401,nm0005601,nm0005008,nm0857130,nm0871209,nm0330129,nm0347974,nm0272178,nm0129280	nm0020489,nm0030651,nm0058799,nm0227771,nm1948472,nm0434240,nm0507355,nm1780014,nm0694070,nm0700834,nm1014204,nm0789712,nm1746040,nm1718053
tt12367872	\N	\N
tt12369206	nm1515269	nm11593478,nm0756686
tt12370614	nm8069001	\N
tt1237179	\N	\N
tt1237768	nm1147350	nm0047259,nm0053190,nm1737859
tt12386222	nm1672302	\N
tt1238911	\N	\N
tt1238913	\N	\N
tt12395212	\N	nm0107625,nm0490705
tt12398128	nm3632964	\N
tt12401234	nm4016870	nm8475919
tt12412728	\N	nm0107625,nm0490705
tt1241317	nm1417392	nm0663048,nm0663050,nm2916300,nm2174097,nm1761126
tt1241722	nm1977123	nm1977123
tt1241898	nm0863477	nm0083775,nm0588983
tt1242263	nm0452717	nm0083775,nm0588983
tt1243395	nm3005544	nm3006224,nm3005544
tt1243509	\N	nm1290155,nm1296236,nm1297033
tt12436534	nm5416737	\N
tt1245154	\N	\N
tt12452338	\N	\N
tt1245543	\N	nm0241416
tt12459956	\N	\N
tt12463178	nm0613124	\N
tt12464248	nm6360215	nm6360215
tt1246729	nm1998010	nm1998010
tt12469286	nm6865791	\N
tt12470694	nm6865791	\N
tt12473702	nm2614266,nm2613934	nm2614266,nm2613934
tt12474156	\N	\N
tt12474790	nm7366921	nm7366921
tt12476422	\N	\N
tt12483356	\N	\N
tt12483492	nm5085157	nm5085157
tt12484666	\N	\N
tt1248490	nm0588877	nm0542554,nm0588877
tt1248719	nm0509183	nm0305228,nm1445475,nm1446102
tt12490736	nm7267483	nm7267483
tt1249294	nm2188866	nm1725514,nm1733195
tt12493048	\N	\N
tt12493184	nm6324818	nm11653535
tt12496292	nm9616247	nm9616247
tt12498218	\N	\N
tt12503988	nm2298271	nm2298271
tt12505144	nm10985641	nm10985641
tt1250784	nm0167201	\N
tt12512418	nm1498346	nm1498346,nm10697989
tt12517132	nm10647667	nm10647667
tt1251909	nm1518814	nm1518814
tt12525460	nm0501845	nm1710909
tt12529988	nm7730303	nm7730303
tt12534902	\N	nm1982069
tt12539304	nm1494496	\N
tt12545780	nm1279203	nm0914872,nm4794777
tt1254669	nm0500444	nm0618871,nm0040139,nm0727041,nm0877613
tt1255084	\N	nm2677881
tt12553106	nm4219680	nm11754475,nm2938001
tt1256089	nm0001513	nm1471491,nm3279855,nm2026757
tt1256161	nm0761401	nm0336726,nm0086652,nm1703666
tt1256300	nm0923571	nm0069074,nm1453745,nm0827737
tt1256607	nm0923571	nm0069074,nm1453745,nm0107402
tt1256826	nm0404014	nm0232100,nm0712362
tt12573294	nm7881475	nm7881477,nm7881475
tt12580644	\N	\N
tt1258227	nm1537649	\N
tt12592136	nm4218572,nm11609083	nm4218572
tt12592734	nm0811438	nm1449435,nm0811438
tt1259317	\N	\N
tt12598650	\N	nm2057748,nm7050237
tt12599420	nm1128664	nm11694144,nm1128664
tt12603554	nm10092704	nm9295674
tt12605212	\N	\N
tt12605302	nm1779916	nm0914872,nm5663572,nm4794777
tt12607094	nm11696947	nm6842567
tt12608172	nm11444717	\N
tt12617882	nm10927915	nm10927915
tt1262402	nm1046953	nm1128050,nm3073089,nm0408432
tt12625268	nm11704615	nm11704615
tt12630454	nm3766090	nm3766090
tt12634372	nm4461195	nm4461195
tt12638372	\N	\N
tt1263912	\N	nm3727673
tt1263977	nm2000099	nm1348752,nm0705683
tt1264348	nm0178159	nm0105426
tt12645412	nm11707618	\N
tt12649924	nm1521546	\N
tt12650356	nm8381074	\N
tt12655488	nm2304675	nm10015431,nm2304675
tt12655520	nm11716581	nm11716584,nm11716581
tt12657196	nm8883969	nm11715972
tt12657766	nm11276623	nm11276623
tt12659374	\N	\N
tt1266020	nm0390657,nm1321658,nm0926526,nm0003474,nm0251848,nm0755254,nm0957197,nm0788426,nm0872841,nm0392237,nm0007096,nm0199948,nm0565063,nm0938471,nm0688132,nm0568224,nm1420377,nm1164861,nm1672246,nm0003163,nm0329634,nm0644406,nm1520649,nm0998825,nm0082450,nm0567112,nm0791381,nm0477129,nm0736821,nm1041479,nm0812304,nm1760830,nm0004332,nm0386780,nm1015063,nm1455688,nm0004395,nm1083844	nm0199948,nm1321658,nm2715265,nm1767754,nm1520649,nm3429611,nm0386780,nm0329634,nm0454626,nm2170754,nm0688132,nm1689290,nm1230361,nm0780288,nm1929856,nm0142620,nm2676362,nm2003229,nm1494121,nm1863572,nm6305018,nm6134451,nm4278387,nm2337847,nm0147228,nm0438446,nm3460547,nm0819225,nm0644406,nm5402669
tt12660292	\N	nm9297010
tt12662310	nm9430541	nm9430541
tt1266426	nm0094288	nm0917271
tt1267045	nm0737517	nm0796950,nm0795975,nm0332184,nm0587692,nm1941358
tt12670550	\N	nm3758935,nm4132979,nm3426198,nm8061001
tt12670584	\N	nm3758935,nm4132979,nm3426198,nm8061001
tt12683742	nm4882612	nm2519517,nm11727854,nm1650535,nm4882612,nm7907244
tt1269144	nm0871541	nm0097273,nm0172782,nm0386488
tt12700200	\N	\N
tt12702566	\N	nm10093541
tt12706358	\N	\N
tt12708120	nm3915332	nm11220712
tt12708326	nm6005643	\N
tt12712704	nm6005643	\N
tt12715080	\N	\N
tt12720004	nm8428174	nm0313968,nm8428174
tt12720374	\N	\N
tt12735060	nm11404460	nm11404460
tt12735752	\N	\N
tt12737706	nm9959320	nm9959320,nm11751997
tt12741164	nm1834175,nm5070818	nm3038143,nm2764571,nm7269279,nm2821397,nm3552340,nm5277896,nm2549016,nm10147344,nm10379196
tt12741764	nm1898286	nm5097485,nm1898286
tt12750356	nm6756253	nm5275542,nm7502356,nm6782373,nm7298637,nm6756253
tt12752258	\N	\N
tt12753730	\N	\N
tt1275701	\N	\N
tt12764346	\N	\N
tt12769542	nm6735216,nm5966943	nm6735216,nm5966943
tt12778168	\N	\N
tt12779940	nm5471230	nm5471230,nm6128189
tt12785714	nm2093933,nm5204253,nm1020835	nm5204253,nm1020835
tt12787092	nm0039187	nm0039187,nm11769685
tt12787752	\N	\N
tt1279971	nm0714420	nm0241416,nm0714420
tt12802074	nm11776680,nm1098057	nm1098057,nm11776680
tt12803652	\N	\N
tt1280471	\N	nm2735559
tt1280822	nm0343687,nm0934046,nm0044803,nm0385151,nm0004627,nm0514546,nm0007008,nm0393661,nm0864936,nm0776317,nm0563039,nm0881038,nm0001513,nm0368602,nm0371348,nm0872823,nm0235852,nm0742819,nm0762541,nm0855613,nm2425648,nm0004838,nm0381436,nm0615069,nm0343622	nm0075785,nm2045468,nm3069058,nm0257171,nm0257177,nm0851391,nm2614384,nm2527230,nm0172373,nm0295314,nm0285969,nm0942753,nm0820692,nm0312663,nm0514778,nm0410516,nm1000265,nm0514445,nm0603867,nm0450597,nm0770974,nm1315990,nm1871590,nm3933675,nm2421455,nm4214168,nm4223835,nm2582398,nm5013110
tt12812456	nm15853233	nm0335404
tt12824702	nm2595362	nm2942113,nm2595362,nm0493256
tt12824860	\N	\N
tt12828440	nm2760958	\N
tt12837692	nm10623116	nm10623116
tt12845662	\N	\N
tt12845668	\N	\N
tt12853176	\N	\N
tt12859684	nm5255757,nm0636675	nm0252617,nm0359971,nm0373698,nm1310430
tt12862384	nm10209984	nm10209984
tt12862780	nm6113417,nm4229131	nm4229131
tt12862962	nm11614423	nm11614423
tt12864408	\N	nm2939767,nm3137123
tt1286587	nm1847711	nm1847711
tt12873756	nm6800724	nm6800724
tt12873938	nm6800724	nm6800724
tt1287693	\N	\N
tt12885066	nm8452261	nm8452261
tt12886738	nm11809126	nm11809126
tt12890528	\N	\N
tt1289505	nm0826452	nm0826452
tt1290425	nm1938686	\N
tt12909394	\N	\N
tt1291150	nm0509448	nm0032227,nm0625858,nm2489193,nm0481990,nm0247653
tt1292503	nm0423646	nm0188743,nm0686786
tt1292872	nm0450230	nm0073823
tt1293749	nm0717468	\N
tt1294970	nm0004675	nm0850044,nm0206646
tt1295623	nm2006736	\N
tt12981950	nm4570456	nm4570456
tt12997500	nm0134112	nm0630988,nm5749927
tt12998414	nm9593791,nm8557209,nm11855526,nm5727762,nm6073048	\N
tt12998544	nm3506951	nm3506951
tt1300132	\N	\N
tt1301270	nm0890298	nm0890298
tt13017748	nm11860433	nm11860433
tt13021794	\N	nm11566287
tt13023912	\N	nm1771604
tt1302584	nm0162691	nm0162691
tt1303242	nm0155430	nm0151874
tt13033524	\N	\N
tt13057282	nm4235698	\N
tt13057524	nm4223288	nm4223288
tt1306238	nm0696489	nm0170306,nm0247243,nm0329634,nm0334946,nm0369870,nm0426351,nm0428568,nm0439499,nm0580528,nm0630497,nm0716396,nm0810431,nm0829537,nm0935540
tt1306346	nm1912861	\N
tt1306452	\N	nm2062772,nm0169680
tt1307011	nm1645772	nm1645772,nm1646344
